Instance,#cols,#rows,DynDXD_T8,Solutions,Max Blocks,|ZDD|,|DNNF|
Geant2012.txt,45,18639,17.4629,84281484538735062171868395307266889489569117199673856,7,,23090
Globenet.txt,56,12729,17.9816,64421415402945201674398356763513082231810880,6,,18070
GtsCe.txt,149,4051,66.5330,357777756039340490456824967214492443885329030465923631414838832615013377967579468775829665568383872532272566136331381517890643264,6,,1658431
HiberniaGlobal.txt,47,3672,1.0191,167702743319829806575827120,5,,3209
Highwinds.txt,48,18878,104.7860,8138287226951413662322901815490966247900,4,,47940
Iij.txt,51,17880,21.2220,137108949987302317974696724082337580832771051874000,6,,18659
Intellifiber.txt,51,3261,2.4726,36549802787055953709844384931432745900000,5,,8085
Internode.txt,42,5309,2.4707,17086140349704335830394759139844981612560,10,,6269
Interoute.txt,110,3675,76.4243,834873003973592677064539574704887952857505340922884386471939116957234108080553776472986407559136000,5,,1161238
Intranetwork.txt,41,2852,0.3365,10550301506245098778162949708954793612570,8,,3081
Ion.txt,112,6265,4.7345,28974053246635502194526777647958400,9,,5183
Iris.txt,58,8078,3.3872,112566891049207111041061862674382154408460800,8,,9574
Kdl.txt,754,4889,TO,,,,
Latnet.txt,115,2932,10.9758,881192229446354281751953125000,16,,4283
Missouri.txt,48,7691,9.1590,1998709288134217991220,4,,5486
Ntelos.txt,62,7982,11.4277,24690483989431723448923965342704977321718663728558080,8,,13478
Ntt.txt,54,3502,1.3796,2240076355517039400341618299647502136137432699354194169036800,20,,10901
Oteglobe.txt,76,10506,63.6770,1380078795623701280078238316576410696206210115871703040,14,,19544
Palmetto.txt,54,15699,12.4951,49996540641318003921652453825595413815846246081735920349645000,8,,27674
Pern.txt,29,10499,4.0048,31359896822482775963408666258232795984375,7,,10366
PionierL3.txt,45,16083,23.6153,22085582726425610222238166859596321920,6,,13988
RedBestel.txt,104,10073,5.7429,50416119991323377742371541676488442824955135029567342908357567711318435520000,11,,13085
Renater2010.txt,53,20026,60.2284,4018842348241317110117714562080347023626759380278336,5,,33443
RoedunetFibre.txt,53,5542,2.0068,26673886912630445540817492515755968,7,,4995
Sinet.txt,31,15324,19.8576,191673857894640619440941948761812,5,,14745
Surfnet.txt,45,5697,8.0321,94800684301945458535179937248,4,,7337
Switch.txt,79,6676,4.1912,14609534147869034498645225042741563493852570131027835228880000,7,,18629
SwitchL3.txt,62,18502,32.6125,140822025203406064685989130459371048023581344368012624053779200,7,,29385
Syringa.txt,55,8950,3.3460,6186634853639282671231090617484420800,8,,9178
TataNld.txt,65,11943,5.0913,260983043412261592981145570554786864292045010000,12,,9284
Telcove.txt,51,5471,0.7811,3729056438843059625929631747410057959406813644121063458,16,,6406
Tinet.txt,59,4911,0.9299,2670635259240834118035453297853115718633384312143406518966400,7,,14606
Tw.txt,79,12755,7.7551,59186321770984041356846605313285241760704607842264505037322240000,18,,13174
Ulaknet.txt,38,4412,0.8417,25091016529638677941716833121520736247187500,13,,4562
Uninett2010.txt,74,4863,77.2474,7103435552897234490478459068470713659251410809159524733716443100993418521899065035036352101164224,4,,545635
Uninett2011.txt,69,3545,11.6297,13536445827818292423840645586359869677357641102109242572525876547669920342128481450148364563456,7,,193732
UsCarrier.txt,88,16653,17.0734,494830411885041260424830122222636927900512637518610110000,8,,16780
UsSignal.txt,62,17215,63.3086,37726970232550849899528003060637793219712,4,,29084
Uunet.txt,65,18711,16.8726,6216666147457984708300994148521401269197824662920448385106083776179808000,10,,23990
VtlWavenet2008.txt,137,20023,89.0337,4460655755253656472387103423821600,5,,15976
VtlWavenet2011.txt,143,7362,3.5443,13486323596215757120861757926748724539647280,8,,7475
bell-09.txt,9,511,6.8980,21147,1,,3536
bell-10.txt,10,1023,61.8685,115975,1,,10353
delta.txt,126,1194,294.0292,78,1,,331
dominoes_10x10.txt,100,180,0.5091,258500842280,1,,13547
dominoes_8x8.txt,64,112,0.1020,12988816,1,,2316
doublefact-17.txt,18,153,1.4230,34459425,1,,30510
doublefact-19.txt,20,190,4.1437,654729075,1,,89665
exotic_fives.txt,72,2440,TO,,,,
grafo10116.100.txt,100,3650,1.3799,765687449110919039481918058780350854922831102503955916950822366080983152391670975786180707241066656238295751454446463110370849767891077600,9,,63992
grafo10184.100.txt,100,6383,6.8494,28939437741364204985037435001634855587932164940600619679152115959889712942274720552397177332896083184230097406579570052757684387017678898648637500,9,,145849
grafo10204.100.txt,100,7061,246.0998,335967672732852313881035711842879229509995281523401322131764089711008062019678985314584099288652839552025583922454318495494972492019500462560,6,,1745993
grafo10237.100.txt,100,6291,TO,,,,
grafo10259.100.txt,100,8183,13.9479,67982912973672368127496720651405036557517535199739910450796991663232789697551020006252976209219092643573672711025763343070571373374469166308491264000,12,,125516
grafo10292.100.txt,100,8272,690.7283,2388226121024518722336598174659225048131074656265763503256988050987637133912379789708955791467686148584339475833070128443380147966229245603200,7,,5929076
grafo10305.100.txt,100,3219,2.7251,10515647702635986591165231354637412157055585194540536047502477450445240980647602148147720539158738283973290282476568318000000000000,11,,115014
grafo10418.100.txt,100,7378,37.9788,811624564261399938523155771854423941513422620715189621331955309691902672814640685579066922008087049241978320623733030399489960960,8,,189333
grafo10446.95.txt,95,10849,940.4474,40698623140346653971376366097459269529434260733041306614409801848461382133576691135037685199867127914813128601416069216370404532220079628124160000,7,,4576955
grafo10469.100.txt,100,7159,88.6485,4157598366579431982581608724787042045508705195705700343591380192711039601634037208656564170411647518824789500806867970977005899698304,8,,942123
grafo10492.96.txt,96,3029,6.2661,604197525402489233087434577546646353931431863605052721838779844744195716660098433647665709016122664512444378657400916,8,,126785
grafo10508.100.txt,100,6396,32.7201,141781781442404423920723106499922004936739450441845267348794566476125750975537486106644961997051296992780604531074112656309148565000,9,,143292
grafo10534.100.txt,100,7172,58.3472,2160906908438028788640564135537007805851214409877842850763148977429768225443658312052898934097662910630523065594443860516985030820744225226796319960,6,,721264
grafo10538.100.txt,100,7602,885.8927,284058637732322293368411380126217264662287625638776883821249624881271439017719973706094429961184780804641613163522901788516447580720,5,,5021922
grafo10632.100.txt,100,10530,577.9761,137382337276006508148361548339680836809465421243765274356567445950003373906989871766401940868080607819097940620175816271700486251601859446436,6,,3298135
grafo10638.100.txt,100,6057,24.5804,58798154987930748142356689023066524134972452830234548533920035264711861192018213924080768275657180327218564188627949184000,8,,190246
grafo10644.100.txt,100,8391,33.5500,3761888793510632148976219092308991315881836514785673154090946139037848253786837614433519408920886586362471018600741886179333120693634634017039222361856,9,,309281
grafo10646.100.txt,100,8751,TO,,,,
grafo10652.100.txt,100,3605,46.6667,35273779331995867402399092652579208026454727134817020615736031066882347940213083088826579919376666557693525540140685739284480,6,,902882
grafo10653.100.txt,100,5825,83.5221,5669589842705053763596004693257264534896315808583397983312923495750230167445586911296392134569518758044240069068207508937544320,8,,266412
grafo10671.100.txt,100,8256,780.4400,4330891036723039414394936718572248615152033336180220452825692865267880873007447649298751484811786111606918680796705730120401101445378775040,7,,4749442
grafo10772.100.txt,100,9508,TO,,,,
grafo10781.100.txt,100,6181,207.3233,121591851365279040582510817076521297645140201837134655889729837971827391862414163819753857359217447510778117842660054148957916623733718217910000,7,,1636851
grafo10820.100.txt,100,7958,25.6517,62304041443136332894755579292092323883861809462756573021771290216866323457306768598500987648955478292695549975106699229973197960603322449920,10,,256768
grafo10865.100.txt,100,3804,57.9340,25873206711570194768373506341145969271872013503833218425477709677827234536580585942575477242327928330093063913867305676800,8,,383630
grafo10928.100.txt,100,6295,728.3023,55579236250971403453510949641340445099295950912951297702937766346871222140030081550040823673184047587369458518114453354816065623017828,5,,6512857
grafo10958.98.txt,98,11843,642.9138,106732273642988406067410267941813489931327748870820660138189760328776501525767709014436383128825142162497678560965967068352378954396173576407491343515487500,7,,1784723
grafo10962.100.txt,100,5312,5.3892,733629969889729858273756690318648542002040978521228694077465906537723039741317960883190826279493041003495749233450400,7,,86451
grafo10998.100.txt,100,9060,TO,,,,
grafo11003.100.txt,100,5238,44.1452,33783559834412100539586287338288118660479847447949715031552502612484959700032691853884871361426389452517783106352174187520,8,,176479
grafo11020.100.txt,100,5445,5.9727,271075901978088211411891489147565733566493442220641529282070064827604272843373067023225995071483326111282355335587769354570329578648894736685056,8,,88780
grafo11073.100.txt,100,7237,31.2847,213655267226321957761359262588465770620675602413420269789612430077811254358917302444901424673222727971715996232064026522731504490960219354350026595821747200,8,,171088
grafo11125.100.txt,100,4896,36.1355,28257983774817509307478954131063841628685453828023538175795502655448593607556331726268028129463299606046904964675275934400,7,,310714
grafo11227.100.txt,100,8182,49.4486,410566782706717734092054138098430765398066138269753369918931277465785967865109021654513969795416197748132225199738977530028360757627340768890128864000,9,,547263
grafo11335.100.txt,100,6894,11.9887,153523062642613271606000375063110420755465135127254193221034620516491994331374070890765616150563383507449365999364601326387200,9,,122504
grafo11458.100.txt,100,5091,69.9534,394214292218002481804605355385881767379355196103863388991831464157922396279642757286743619748364865454080,7,,291244
grafo3532.99.txt,99,7212,331.5149,12440067229617387003409425178919673839302279425688284066857701241499319959285708965324412534120823892786519572677759045556135484245582045508918400,8,,3067850
grafo7797.100.txt,100,4313,13.0835,743512892248581148873007929360043807584222787255355078617605042728215298215815749421676954423634176955695826000,8,,116178
grafo7907.80.txt,80,10912,TO,,,,
grafo8127.78.txt,78,2161,4.2945,1206656064780333283350008096550461368523657087186095375198961778533306026234699876520727148416,8,,143798
grafo8510.100.txt,100,3701,44.1978,24882758585662129120096101197731625564561758828226418505691828855697513440218331111096983455791637671879168644782479707571931316224,8,,625317
grafo8805.80.txt,80,10094,578.4866,2152204105414515098041469650807091825779828264713816260385573022255554804384152305452958842157603784006949703920448281600,7,,774158
grafo8812.99.txt,99,7246,47.8128,6024145170723578995737413094257815351498080752299834533678337341047983910606825462398216524546102116846179596860247143356324492981380326400,8,,264710
grafo8826.100.txt,100,7961,TO,,,,
grafo8882.100.txt,100,15209,TO,,,,
grafo8892.100.txt,100,6425,TO,,,,
grafo8921.98.txt,98,8588,18.4741,3613644170304124635237566772262894841079760817251373967936457623069415679320916824454066308447574201498511621508292406829824,9,,159583
grafo9691.79.txt,79,7004,TO,,,,
grafo9738.100.txt,100,7087,22.4634,556788794044961729404700471276667934897256194109894046445887890016818535594970910809789644352932878022498462223093454286707224084759238495600640,8,,439156
grafo9788.80.txt,80,7477,146.2071,1236561642731006733396347002062243752488487105527680316620652525869934038965896985026612813434963642565367544,7,,308389
heart.txt,180,926,721.5689,6164,2,,29550
kts15-ptpt-0020.txt,132,391,39.9417,8,2,,171
kts15-ptpt-0021.txt,132,388,20.4415,72,3,,1139
latin7-blk-00008.txt,90,126,4.1958,27072,2,,122203
latin7-blk-00009.txt,90,126,4.0514,27776,2,,118214
meteor.txt,60,2464,TO,,,,
sppnw07.txt,36,5172,TO,,,,
sppnw08.txt,24,434,3.7962,285701,4,,11823
sppnw09.txt,40,3103,TO,,,,
sppnw10.txt,24,853,34.8417,318168,11,,25108
sppnw12.txt,27,626,1.0970,496333530,2,,4738
sppnw15.txt,31,467,0.1543,46,3,,60
sppnw19.txt,40,2879,743.0022,9838227358,1,,750548
sppnw20.txt,22,685,6.2318,538696,1,,18936
sppnw21.txt,25,577,4.8929,291047,1,,13372
sppnw22.txt,23,619,7.2107,286758,1,,24057
tetrominoes_6x6.txt,36,381,3.4670,178939,1,,25819
tetrominoes_8x8.txt,64,801,1308.9452,19077280974,1,,10387707
