Instance,#cols,#rows,DynDXD_T8,Solutions,Max Blocks,|ZDD|,|DNNF|
Missouri.txt,109,430,0.0172,57105820983404196432000,8,,4420
Ntelos.txt,78,370,0.0093,12204588447222183936,8,,1739
Ntt.txt,40,210,0.0044,8386993056,4,,1129
Oteglobe.txt,151,809,0.0951,58932142778298816678592512000,8,,25891
Palmetto.txt,69,285,0.0054,873985074811200,7,,1050
Pern.txt,64,392,0.0129,768839913291780,5,,3101
PionierL3.txt,65,279,0.0141,11411355795840,4,,5505
RedBestel.txt,150,839,0.0944,1619510434492756271902713446400,8,,30132
Renater2010.txt,69,306,0.0059,54096125107736880,7,,1390
RoedunetFibre.txt,69,250,0.0046,621254814919200,7,,1074
Sinet.txt,66,1545,0.1786,15071837050368,4,,5480
Surfnet.txt,88,611,0.0583,3342855333091997118,5,,24213
Switch.txt,120,634,0.0517,2279438093318474291882336,7,,15170
SwitchL3.txt,54,226,0.0038,2814573775104,6,,719
Syringa.txt,126,683,0.1829,10089788438219191257523968000,7,,68884
TataNld.txt,247,1196,0.2626,116699270316984507028179654846752222085120000,12,,40467
Telcove.txt,113,1655,0.2512,74165451814712814103255500,6,,37816
Tinet.txt,94,548,0.0588,13027376900512716134400,7,,14558
Tw.txt,126,868,0.0759,3790029909358778736510720000,8,,16389
Ulaknet.txt,84,2437,0.5828,756492510715200,5,,24033
Uninett2010.txt,138,1439,0.3333,120545239248463249868042304,6,,76863
Uninett2011.txt,136,48537,,,,,
UsCarrier.txt,272,2973,1.3190,132299646414148921973967297061663323763487466000,12,,47800
UsSignal.txt,102,631,0.0768,3542621686896383831250,6,,17417
Uunet.txt,64,267,0.0090,1505816007051840,6,,1920
VtlWavenet2008.txt,160,721,0.5035,124108206211482212912333137920,6,,87069
VtlWavenet2011.txt,167,804,0.8079,2067181203168727884189854085729600,7,,203745
bell-06.ec,6,63,0.0008,203,1,,153
bell-07.ec,7,127,0.0050,877,1,,423
bell-08.ec,8,255,0.0450,4140,1,,1221
bell-09.ec,9,511,0.3981,21147,1,,3536
bell-10.ec,10,1023,7.2438,115975,1,,10353
bell-11.ec,11,2047,90.1536,678570,1,,30548
bell-12.ec,12,4095,TO,,,,
delta.txt,126,1194,3.3924,78,1,,331
dominoes_10x10.txt,100,180,0.2478,258500842280,1,,13547
dominoes_10x12.txt,120,218,0.3270,65727306209773,1,,17596
dominoes_12x12.txt,144,264,1.4610,53060477521960000,1,,73857
dominoes_8x10.txt,80,142,0.0586,1031151241,1,,3209
dominoes_8x8.txt,64,112,0.0413,12988816,1,,2316
doublefact-09.ec,10,45,0.0006,945,1,,332
doublefact-11.ec,12,66,0.0018,10395,1,,1076
doublefact-13.ec,14,91,0.0059,135135,1,,3361
doublefact-15.ec,16,120,0.0166,2027025,1,,10226
doublefact-17.ec,18,153,0.0496,34459425,1,,30510
doublefact-19.ec,20,190,0.1626,654729075,1,,89665
doublefact-21.ec,22,231,0.5663,13749310575,1,,260376
doublefact-23.ec,24,276,1.8395,316234143225,1,,748776
doublefact-25.ec,26,325,5.8961,7905853580625,1,,2135980
doublefact-27.ec,28,378,19.6115,213458046676875,1,,6052004
doublefact-29.ec,30,435,59.7437,6190283353629375,1,,17048550
exotic_fives.txt,72,2440,809.4258,31533,1,,184086
grafo10006.98.txt,158,985,0.7798,272471817868228000342011539250,6,,96439
grafo10017.96.txt,,,TO,,,,
grafo10072.97.txt,158,798,3.7831,13259058958914480360125792,4,,413927
grafo10084.97.txt,164,1260,0.1459,2215710702367944079837593600,7,,22183
grafo10093.98.txt,160,653,0.0637,12011373629043051434493001680,8,,11946
grafo10099.94.txt,153,885,0.7598,39349088628024795597276038431211520,8,,285235
grafo10100.99.txt,169,735,0.3273,7977811134928620432600,4,,110986
grafo10105.93.txt,163,2363,0.9726,1235530189623079694604780000,5,,171008
grafo10112.98.txt,170,1324,1.1750,12692278449485651553820752512837640,7,,233451
grafo10113.94.txt,149,719,0.4188,13552406625123665520153488091360,7,,124915
grafo10116.100.txt,174,2644,11.8430,971200045852944571619939340,4,,1116846
grafo10124.100.txt,165,699,6.3714,148038666442429105828825376220,5,,1334340
grafo10126.98.txt,176,1728,2.7585,183702897869813818435056667996512,6,,872452
grafo10129.99.txt,168,4020,3.8907,198551644286553956304688320,6,,66295
grafo10130.97.txt,181,16885,,,,,
grafo10146.97.txt,160,898,0.4258,36084888290235633242565472,5,,84255
grafo10151.94.txt,163,1536,15.4314,884237365362346372854907696,4,,4494426
grafo10153.100.txt,164,1183,9.3247,1522615820938115230772639040,4,,1135000
grafo10156.97.txt,155,770,0.9571,20347415726226677046330578319960,7,,117347
grafo10160.96.txt,,,TO,,,,
grafo10161.99.txt,178,3163,1.6756,7490630136064430707299085264104,6,,168988
grafo10162.93.txt,155,1380,0.3642,16943723066030712130728,4,,88043
grafo10164.98.txt,,,TO,,,,
grafo10171.99.txt,165,1055,0.3317,15378287316672584254732985280,6,,87495
grafo10173.97.txt,162,1258,14.6277,8321946898354938015117536160,4,,3738987
grafo10175.99.txt,157,657,0.3990,85388328645309376216506001872,6,,74536
grafo10176.97.txt,164,1110,1.4184,110391288988965933859653042432,5,,186216
grafo10179.97.txt,165,1247,4.7812,3278735562651329679897572100,5,,1563467
grafo10184.100.txt,168,984,0.1301,774260303763303208390801489920,8,,39130
grafo10195.99.txt,167,683,0.1843,190292079107394297194953680,6,,32042
grafo10203.97.txt,152,748,0.1316,60240136444714215336356779770000,8,,21732
grafo10204.100.txt,165,1280,1.1609,29653634898146327380379042234220,6,,185881
grafo10205.97.txt,157,808,0.0936,1047098415602374598602584000,7,,17071
grafo10207.98.txt,156,891,0.1110,407524009110382244942767825920,8,,22162
grafo10209.99.txt,160,838,0.2214,1778405443010598595931612784,6,,56585
grafo10215.93.txt,149,638,0.0610,4429033439896804903015219200,8,,15491
grafo10218.99.txt,172,1568,4.4982,38667060581791729436749880064,5,,830896
grafo10220.97.txt,159,1339,0.4890,1790137382988957253095000000,6,,65734
grafo10223.100.txt,158,1123,0.2694,328757268525449878800124560,6,,52278
grafo10237.100.txt,169,3988,9.6326,56690827752941049802755975480,5,,485555
grafo10244.99.txt,169,1740,0.4298,9063532329631820153122673664,6,,78886
grafo10250.100.txt,162,906,0.2442,114852967527687017594839695360,7,,44494
grafo10259.100.txt,178,3900,5.5848,64165443845633858500762161900,6,,356931
grafo10262.100.txt,159,720,0.0635,6525746259024633846681600,6,,16640
grafo10265.100.txt,154,527,0.0634,32094343893604867070884746240,8,,18839
grafo10266.94.txt,146,604,0.0736,110801121815568366975240,6,,22022
grafo10269.99.txt,165,1798,0.1978,380480960212526987313930000,6,,44586
grafo10273.97.txt,160,1216,0.2975,33635956333383979125105139200,7,,102709
grafo10275.97.txt,156,899,2.1553,244644070413026379047679107760,5,,485091
grafo10288.95.txt,151,639,0.1595,67924110954574990800416160000,7,,22928
grafo10291.93.txt,145,744,0.4049,8089182960223746111277546359360,7,,101647
grafo10292.100.txt,,,TO,,,,
grafo10293.99.txt,166,870,0.0822,1189967169400391312521176624192,8,,24812
grafo10297.98.txt,159,712,0.1298,5047361956059511058420258045952,8,,28450
grafo10298.97.txt,161,887,0.1230,6411956755318891248938904345600,8,,21331
grafo10303.96.txt,164,749,0.1472,336623282871798635541043488000,8,,25909
grafo10305.100.txt,179,1630,0.2256,292085589751208531500740959232,7,,31854
grafo10318.98.txt,162,1251,0.7601,160075764596308430431394162528,6,,117838
grafo10325.96.txt,157,888,5.2806,1515393227078433787636237160475,5,,1388332
grafo10327.97.txt,158,709,0.1592,6668191872233180852367168,6,,33440
grafo10339.95.txt,153,1082,1.4228,154016263775635045484598360,5,,247663
grafo10346.97.txt,152,602,0.5650,85352803321813705564434487680,7,,189573
grafo10351.97.txt,154,1482,1.7509,3038891535467749895820555375,6,,316693
grafo10353.99.txt,161,735,1.3331,577765059452569037115956736,5,,222518
grafo10354.99.txt,161,728,0.0894,2635922965070113457943960,6,,20816
grafo10359.95.txt,154,982,3.0999,21232201433844641535018326254080,9,,879981
grafo10362.94.txt,157,1134,0.3997,13439932228370461283870400,5,,83443
grafo10365.97.txt,175,2806,2.6870,25575509097340632493846860,4,,582469
grafo10369.100.txt,165,1164,0.1037,162269574458684398363738080,7,,16094
grafo10382.94.txt,,,TO,,,,
grafo10383.99.txt,179,1810,1.0363,48595649564989202639509920,4,,272126
grafo10387.97.txt,157,704,0.0361,928110106585327508832600,7,,7151
grafo10388.95.txt,165,1171,0.3188,100871271571286563976946948624,6,,58938
grafo10393.96.txt,172,1111,100.3039,425475125738358970835202279000,4,,13138034
grafo10405.97.txt,160,3673,7.4493,422648508707025457868000,4,,609039
grafo10409.96.txt,154,775,0.1041,139058476479714794419701648,7,,21057
grafo10416.96.txt,154,891,0.1045,271251496652708144507223744,7,,25719
grafo10418.100.txt,160,833,0.1492,147754061920021215867995714457600,8,,25157
grafo10420.97.txt,156,770,0.1360,40799332872710765774848481424384,8,,23823
grafo10421.99.txt,167,1119,0.3596,52350402903229612656419750400,6,,56432
grafo10426.100.txt,177,982,9.1396,1827783263299847235344879849799328,5,,1898688
grafo10432.99.txt,164,839,0.3878,39585030704867624378340600668160,7,,78783
grafo10434.98.txt,170,13460,,,,,
grafo10436.95.txt,161,1595,0.7657,4397495877745499771502988640640,6,,122543
grafo10441.98.txt,172,52592,,,,,
grafo10444.100.txt,169,904,0.3454,16141694039854526732472576000000,7,,72042
grafo10445.94.txt,165,1655,0.3361,139093054073990193881088000,6,,67599
grafo10446.95.txt,146,592,0.0978,1406626619252431805138851200,7,,24516
grafo10452.94.txt,152,677,0.0623,1302522886890895552129225440,8,,12184
grafo10453.97.txt,159,712,0.2539,978125278141318365072482158080,8,,59747
grafo10467.100.txt,156,848,0.3832,829005255557150402856812544000,7,,85446
grafo10469.100.txt,166,769,0.7290,29833371992729329249984,4,,123732
grafo10474.94.txt,,,TO,,,,
grafo10484.99.txt,171,1813,0.2941,2800369925851353194772692875,6,,42923
grafo10488.98.txt,162,883,0.1134,147530693993345834083200,5,,24027
grafo10489.95.txt,,,TO,,,,
grafo10491.97.txt,169,3856,8.5516,130734696450864539748417120,5,,461946
grafo10492.96.txt,164,4638,3.3225,38385060996073952528012304,4,,669418
grafo10496.98.txt,176,3413,6.2716,14327821056021815272147866528,4,,777974
grafo10501.96.txt,157,847,1.0826,60200824737438188138649600000,6,,152187
grafo10502.91.txt,146,1113,0.4300,17145714310767787059504,5,,26699
grafo10508.100.txt,183,5889,7.2451,4511299976859460536969453195036,5,,959416
grafo10516.94.txt,156,915,1.2845,15349627360704647668429728,5,,319029
grafo10522.99.txt,164,2148,0.8413,1362396344215079666562581191680,6,,135613
grafo10523.97.txt,161,1455,0.1219,2582091752234108448983040,6,,18206
grafo10532.99.txt,163,953,1.8296,462577367105788159981438666368,6,,572914
grafo10533.100.txt,166,1116,2.4131,75765351525353878701765811733388000,6,,423913
grafo10534.100.txt,165,915,0.2207,6190404474802541320344211290206208,8,,36352
grafo10536.99.txt,154,737,0.1166,89947113720736152688205852520,8,,27555
grafo10537.95.txt,,,TO,,,,
grafo10538.100.txt,176,931,1.4761,789373682830989325271163816,5,,307410
grafo10547.94.txt,160,1118,0.3101,6784952125033040430938400,5,,101559
grafo10549.99.txt,171,1562,0.6919,1145040940241452014901674319885248,7,,103240
grafo10552.96.txt,170,1188,2.0514,20889029397226285157195570148,5,,449188
grafo10560.95.txt,156,830,0.2094,10454917675207673432929607718912,7,,43430
grafo10575.99.txt,173,1229,3.0651,290401904358524035719206484192,5,,408064
grafo10577.100.txt,182,2713,0.4826,289452947838024215689962434880,6,,97873
grafo10578.96.txt,165,957,0.0951,59448044221069477278245400,6,,23755
grafo10586.100.txt,162,827,0.4297,3148376600393706542824336800,6,,70984
grafo10589.93.txt,165,1318,1.6360,48905720858960060291749968450,5,,226281
grafo10592.98.txt,157,799,0.3178,2607343682329504256862467094951600,8,,103331
grafo10596.99.txt,156,696,0.1828,112465313385181924312362654720,8,,67850
grafo10603.100.txt,162,554,0.8059,670510578138777061840000,5,,298653
grafo10608.93.txt,155,823,0.2934,2731816373006312109429752800,6,,46553
grafo10624.91.txt,149,701,0.0759,28252598579182428029482758660,8,,16739
grafo10626.100.txt,163,636,0.0851,123805968402809495607386400,7,,18599
grafo10630.94.txt,158,837,3.1081,42203028634531492749435200,4,,837918
grafo10632.100.txt,164,1556,0.6813,574873638719068404760642606008000,8,,81675
grafo10633.100.txt,179,4742,7.4632,4051184213898141958008000,4,,1465627
grafo10634.96.txt,170,1196,1.3155,1654795573774103110564694557332,6,,299104
grafo10635.95.txt,163,840,0.2665,71356613932690877273184000,5,,72995
grafo10637.94.txt,152,600,0.1699,11214433932496991100576672,7,,76408
grafo10638.100.txt,162,599,0.1886,186453077689245827319552,6,,77984
grafo10644.100.txt,163,804,0.3490,465721805127078320112415926,6,,118575
grafo10646.100.txt,164,665,0.2921,9820844339917672108320000,5,,73475
grafo10648.98.txt,161,1387,0.4562,356474569742739338284800,5,,43789
grafo10650.98.txt,164,3301,8.0513,34469998616098897969669380,4,,1230565
grafo10652.100.txt,178,2919,15.0809,3980767004196538169400792876,4,,2591094
grafo10653.100.txt,181,1712,1.8562,1342945475430854403482774400,6,,411799
grafo10662.100.txt,168,829,0.7100,27178777349470484479346220000,6,,229687
grafo10663.99.txt,157,790,0.2169,10004537904397046812627562880,7,,37352
grafo10670.100.txt,171,13528,,,,,
grafo10671.100.txt,176,1520,14.0672,624388665254004882462918502728,4,,1573671
grafo10674.99.txt,161,1282,0.7316,5795087564123430300037643026176,6,,134014
grafo10676.100.txt,155,741,0.1373,88449251051691116273910908805120,8,,35864
grafo10685.98.txt,157,783,0.2491,18933970214606610605994945868800,7,,43255
grafo10688.95.txt,170,1972,6.1587,7478197582294315268144635392,4,,803926
grafo10689.98.txt,167,1962,0.2042,1370682840424281115042080000,7,,21104
grafo10693.98.txt,156,733,0.1116,15811121663230543469294733740160,8,,21757
grafo10694.96.txt,,,TO,,,,
grafo10695.98.txt,157,746,0.1693,152426309856396886819860480,6,,56262
grafo10696.99.txt,169,1113,1.8665,5204648458409465990708001445500,6,,280767
grafo10698.95.txt,150,683,0.0607,195624642073083526902416762880,8,,11695
grafo10700.98.txt,159,705,0.1932,2303423420658486348064432128000,7,,38473
grafo10712.98.txt,167,1341,0.2119,87350475221980225179971773660000,8,,49844
grafo10713.92.txt,163,1518,8.7424,762509519166958396577520,4,,3073092
grafo10714.99.txt,166,3959,7.7889,753283167545627211408802320,5,,1159455
grafo10722.96.txt,155,1546,0.2716,7181570767061926043280,6,,16928
grafo10726.99.txt,170,1087,0.7871,1169419974189722162550556681572,6,,102735
grafo10735.99.txt,181,27961,,,,,
grafo10736.99.txt,165,1087,0.3317,654533353008865416702686400,6,,51415
grafo10737.99.txt,162,972,0.2855,948450972521583413184960,5,,81569
grafo10750.100.txt,167,923,0.2267,79424048531055784214151971742570,8,,51366
grafo10758.96.txt,159,1112,0.2134,14393936331269128652052040205472000,8,,34460
grafo10760.96.txt,168,1424,1.6241,44506808727552680251881600,5,,286503
grafo10772.100.txt,174,20927,,,,,
grafo10780.99.txt,173,1612,72.3716,100508603656421891605478760000,4,,16361543
grafo10781.100.txt,170,1949,0.2746,34326665474148801719856,5,,30490
grafo10792.98.txt,162,1208,0.2969,28740760556884933575573102213120,7,,60019
grafo10806.97.txt,156,835,15.2693,35881456142072374461716455296,4,,3268442
grafo10807.95.txt,161,2560,2.0760,593601167552440538679750,4,,334287
grafo10808.98.txt,163,1385,0.8943,378121638730523407451224668000,6,,154752
grafo10810.97.txt,,,TO,,,,
grafo10811.96.txt,161,728,1.7318,62515660367842952114211840,5,,444612
grafo10814.98.txt,167,1164,1.6307,1117495720365979210503524659200,6,,295869
grafo10820.100.txt,178,283366,,,,,
grafo10825.98.txt,160,666,0.0726,448703730980795389658142516768,8,,16129
grafo10827.99.txt,176,3159,2.3404,55037159210177477446446115200,7,,92511
grafo10829.97.txt,163,698,0.3770,353239596240320941062912000,6,,94946
grafo10831.98.txt,157,697,0.1205,132171520291202302513208524800,8,,44366
grafo10832.94.txt,174,238557,,,,,
grafo10836.97.txt,163,1068,0.0948,53328914740725442127812132608,8,,18656
grafo10849.95.txt,155,772,0.0675,146263666707748943943862272000,8,,19510
grafo10854.99.txt,156,949,0.1647,193281731960144890703093299425600,8,,36083
grafo10859.97.txt,165,726,0.2531,619544659954727747936779866,6,,79584
grafo10860.93.txt,154,939,0.0329,82576179328076510630400,7,,8263
grafo10861.100.txt,169,841,0.2140,7829288665158404488852831676796000,8,,50785
grafo10862.98.txt,168,40573,,,,,
grafo10864.99.txt,164,1618,1.3328,16665764537733819344371841148,5,,295699
grafo10865.100.txt,171,71059,,,,,
grafo10866.98.txt,159,2116,7.6736,68356609829134711234891176546,5,,1515765
grafo10876.98.txt,170,111277,,,,,
grafo10878.94.txt,152,1002,0.2259,40448324839475188109531614233600,8,,54853
grafo10882.95.txt,156,869,1.1968,447542272092260259015739440,5,,147357
grafo10883.93.txt,157,1366,0.0966,2430118976009979196378800000,8,,17588
grafo10898.95.txt,153,737,0.0646,758521327325540596697880000,8,,17149
grafo10905.97.txt,151,682,0.0901,12135924843732264824121600000,8,,17490
grafo10907.99.txt,165,2875,1.7531,32617260794404341954987264,6,,59112
grafo10908.98.txt,159,988,0.4170,6900725645688243858242801600,6,,87032
grafo10911.100.txt,181,38757,,,,,
grafo10918.98.txt,166,784,1.9157,32800655762924646232844208,4,,345391
grafo10919.97.txt,160,769,0.3260,4873808896014194882486512200,6,,56709
grafo10926.99.txt,162,703,0.0636,401726519668839391778054937600,8,,15704
grafo10928.100.txt,178,1222,2.6753,9190775083893630767018589621420,5,,630836
grafo10937.100.txt,158,733,0.2236,911001366204729030069480720000,7,,50714
grafo10943.95.txt,154,712,0.8445,2232135796878792160387153920000,8,,333728
grafo10945.98.txt,161,1093,0.2097,95891009417905168894140000,6,,46432
grafo10950.97.txt,175,210880,,,,,
grafo10952.96.txt,164,2080,3.6874,391142178847692823817972160,4,,509974
grafo10958.98.txt,183,131487,,,,,
grafo10962.100.txt,172,16244,,,,,
grafo10970.100.txt,163,758,0.8196,2452216546463682773005463232,5,,154021
grafo10972.95.txt,157,968,16.3385,730245111490256436936613455936,4,,1676705
grafo10976.92.txt,163,1705,0.8514,10759050697100237213220300916440,6,,140913
grafo10998.100.txt,186,103117,,,,,
grafo11000.99.txt,171,916,0.5548,1217725012095539482686059005177080,7,,168849
grafo11001.97.txt,173,17819,,,,,
grafo11003.100.txt,159,764,0.7377,3976500109492379707984200000,7,,180975
grafo11008.99.txt,163,967,1.7500,3675202044093204249777040,4,,337598
grafo11011.100.txt,161,861,0.2297,140688757390106390892469346304000,8,,42932
grafo11014.100.txt,159,755,0.4002,102697395571048994633321097098231808,8,,69125
grafo11015.98.txt,162,1360,2.5619,5806605492006123411920921182848,6,,738062
grafo11016.98.txt,161,1253,0.1096,7526571230364813338624640,6,,26066
grafo11020.100.txt,164,823,0.3250,20444842677214024445820085111800000,8,,110836
grafo11035.99.txt,165,816,0.0560,26848343803661264515276800,8,,14950
grafo11037.99.txt,160,1011,27.5118,917924589548008635993686208,4,,8105433
grafo11039.96.txt,154,597,1.2977,3389918511944201602117280,4,,377987
grafo11044.95.txt,144,501,0.1631,1197912132516610056000,5,,30145
grafo11047.92.txt,,,TO,,,,
grafo11050.98.txt,158,745,1.0150,21793683158398046358023808,5,,123143
grafo11056.98.txt,163,965,0.3783,139448046035464528744346345472,8,,112365
grafo11060.99.txt,160,823,0.4593,2221581091015208181652619592894,7,,85132
grafo11067.98.txt,164,2449,3.4552,4884715904609705915728260,4,,365741
grafo11069.93.txt,156,810,0.4745,67197688711299492990806963592,7,,183148
grafo11070.94.txt,159,864,0.2756,296693280114774832563512784000,7,,71542
grafo11072.98.txt,,,TO,,,,
grafo11073.100.txt,181,22004,,,,,
grafo11076.97.txt,155,632,0.2044,3926107989980203149244661760,6,,35994
grafo11088.97.txt,163,1237,0.0783,1042994082302208333696820608,7,,14960
grafo11096.97.txt,162,840,0.1796,21190592381506159344503198702400000,8,,38163
grafo11099.99.txt,,,TO,,,,
grafo11100.95.txt,157,3914,4.5684,1816713943740179220678036480,6,,126126
grafo11101.95.txt,162,1800,0.5572,925306741327500304820736,5,,152197
grafo11102.98.txt,156,541,0.1204,78159853560697776,4,,58780
grafo11105.95.txt,166,1068,3.5383,2779528186868501348811012384,5,,639725
grafo11106.99.txt,158,810,0.3776,1800431199418215917984417280,6,,126466
grafo11110.99.txt,156,672,0.5215,3283273471348689681777012,5,,101511
grafo11112.96.txt,157,655,1.1133,32730420111605723465368,4,,318141
grafo11113.98.txt,153,577,0.1139,85282876610070364386506217600,8,,46511
grafo11114.93.txt,158,813,0.9522,19671423926865926171894250009840,6,,159816
grafo11115.92.txt,152,700,0.0480,457952153329344881847182400,8,,10579
grafo11119.98.txt,161,863,18.3744,150210472805527971193234581960,5,,1846950
grafo11125.100.txt,,,TO,,,,
grafo11140.98.txt,147,542,0.0941,12949719097651467435583488000,7,,18708
grafo11142.99.txt,164,721,0.6538,1971985225531814615951002616478750,8,,243694
grafo11143.98.txt,156,563,0.0543,21006525537883519741138348800,8,,13344
grafo11144.92.txt,151,722,0.1219,69290945340192171185472000,7,,52476
grafo11145.99.txt,169,1166,2.6253,3903831925510176287771590588680,6,,884359
grafo11148.99.txt,155,977,2.9561,26041654890177651406705620615480,7,,1070631
grafo11149.100.txt,187,193759,,,,,
grafo11157.100.txt,158,1598,1.1472,2255327749858429472655767498496,6,,155195
grafo11162.100.txt,186,146753,,,,,
grafo11176.100.txt,182,42963,,,,,
grafo11178.95.txt,,,TO,,,,
grafo11181.95.txt,154,745,0.0560,204303551180648012431583604480,8,,12391
grafo11198.98.txt,167,2169,6.7217,492387302804990856535993500,4,,1136060
grafo11201.99.txt,165,885,0.1013,1147022433334993234582136574000,8,,23298
grafo11204.99.txt,168,15158,,,,,
grafo11218.99.txt,166,1389,0.9103,981634254919532297202912,4,,185950
grafo11223.99.txt,146,568,0.3134,2360818719012081418650711306540,8,,125820
grafo11227.100.txt,165,734,2.4895,2716288583159839941443148,4,,400113
grafo11250.99.txt,163,1007,1.1353,8943747317419205357818461381583296,7,,158788
grafo11251.93.txt,151,807,0.2155,4809787111811592399184022526528,7,,37846
grafo11254.99.txt,154,1002,2.3874,30139977622287267367176194,5,,315791
grafo11271.99.txt,171,1500,0.8083,109664252023274371019546173840,5,,158046
grafo11280.99.txt,165,1092,0.9880,83393808943885689836202,5,,120929
grafo11313.96.txt,154,696,0.4267,7003276840515664560,4,,130351
grafo11324.100.txt,171,1233,0.5778,560387610526314185205659607711744,7,,100383
grafo11335.100.txt,162,778,0.1209,61471332725994635285503002432000,8,,38668
grafo11369.96.txt,163,13682,,,,,
grafo11458.100.txt,160,945,0.9443,32929356255182046387469994928,6,,264034
grafo11469.96.txt,159,749,0.7581,165728243199277045297920000,5,,200092
grafo11546.97.txt,160,797,0.1922,75444469155251576685056404800,7,,42768
grafo11569.93.txt,155,990,0.1641,4844612865840488301571200,6,,26506
grafo3224.98.txt,174,16247,,,,,
grafo3435.99.txt,167,2102,1.0689,652148706592030102138027610622720,7,,153844
grafo3532.99.txt,161,760,0.1182,28327450894599629841700806720,7,,22125
grafo3680.99.txt,168,1206,0.1672,2149519026657629741871667680000,7,,30522
grafo3712.95.txt,149,644,0.1549,5258623445171291339393040,6,,38623
grafo3861.99.txt,153,726,0.2645,16121448104607716575683640617648,8,,56036
grafo3890.96.txt,167,832,0.0999,8944113065325995850718418621147520,12,,34789
grafo3898.99.txt,170,2091,1.1970,45437831938339492182383236673520,6,,178840
grafo3979.98.txt,166,896,0.0627,423904573438761629195520,6,,12602
grafo3995.97.txt,158,1160,0.2325,5929679077188049509962370404726016,8,,45350
grafo4091.99.txt,167,1879,1.0413,32508414237190114299136803240960,6,,203135
grafo6562.98.txt,162,722,0.0585,236273893424318395676761226496,8,,11806
grafo6625.99.txt,156,672,0.2209,1337161524838599745621440,6,,109112
grafo6975.39.txt,174,1113,0.1419,315436768118385919594480491600000,8,,38403
