Instance,#cols,#rows,DLX,Solutions,Max Blocks,|ZDD|,|DNNF|
grafo10652.100.txt,,,TO,,,,
grafo10653.100.txt,,,TO,,,,
grafo10662.100.txt,,,TO,,,,
grafo10663.99.txt,,,TO,,,,
grafo10670.100.txt,,,TO,,,,
grafo10671.100.txt,,,TO,,,,
grafo10674.99.txt,,,TO,,,,
grafo10676.100.txt,,,TO,,,,
grafo10685.98.txt,,,TO,,,,
grafo10688.95.txt,,,TO,,,,
grafo10689.98.txt,,,TO,,,,
grafo10693.98.txt,,,TO,,,,
grafo10694.96.txt,,,TO,,,,
grafo10695.98.txt,,,TO,,,,
grafo10696.99.txt,,,TO,,,,
grafo10698.95.txt,,,TO,,,,
grafo10700.98.txt,,,TO,,,,
grafo10712.98.txt,,,TO,,,,
grafo10713.92.txt,,,TO,,,,
grafo10714.99.txt,,,TO,,,,
grafo10722.96.txt,,,TO,,,,
grafo10726.99.txt,,,TO,,,,
grafo10735.99.txt,,,TO,,,,
grafo10736.99.txt,,,TO,,,,
grafo10737.99.txt,,,TO,,,,
grafo10750.100.txt,,,TO,,,,
grafo10758.96.txt,,,TO,,,,
grafo10760.96.txt,,,TO,,,,
grafo10772.100.txt,,,TO,,,,
grafo10780.99.txt,,,TO,,,,
grafo10781.100.txt,,,TO,,,,
grafo10792.98.txt,,,TO,,,,
grafo10806.97.txt,,,TO,,,,
grafo10807.95.txt,,,TO,,,,
grafo10808.98.txt,,,TO,,,,
grafo10810.97.txt,,,TO,,,,
grafo10811.96.txt,,,TO,,,,
grafo10814.98.txt,,,TO,,,,
grafo10820.100.txt,,,TO,,,,
grafo10825.98.txt,,,TO,,,,
grafo10827.99.txt,,,TO,,,,
grafo10829.97.txt,,,TO,,,,
grafo10831.98.txt,,,TO,,,,
grafo10832.94.txt,,,TO,,,,
grafo10836.97.txt,,,TO,,,,
grafo10849.95.txt,,,TO,,,,
grafo10854.99.txt,,,TO,,,,
grafo10859.97.txt,,,TO,,,,
grafo10860.93.txt,,,TO,,,,
grafo10861.100.txt,,,TO,,,,
grafo10862.98.txt,,,TO,,,,
grafo10864.99.txt,,,TO,,,,
grafo10865.100.txt,,,TO,,,,
grafo10866.98.txt,,,TO,,,,
grafo10876.98.txt,,,TO,,,,
grafo10878.94.txt,,,TO,,,,
grafo10882.95.txt,,,TO,,,,
grafo10883.93.txt,,,TO,,,,
grafo10898.95.txt,,,TO,,,,
grafo10905.97.txt,,,TO,,,,
grafo10907.99.txt,,,TO,,,,
grafo10908.98.txt,,,TO,,,,
grafo10911.100.txt,,,TO,,,,
grafo10918.98.txt,,,TO,,,,
grafo10919.97.txt,,,TO,,,,
grafo10926.99.txt,,,TO,,,,
grafo10928.100.txt,,,TO,,,,
grafo10937.100.txt,,,TO,,,,
grafo10943.95.txt,,,TO,,,,
grafo10945.98.txt,,,TO,,,,
grafo10950.97.txt,,,TO,,,,
grafo10952.96.txt,,,TO,,,,
grafo10958.98.txt,,,TO,,,,
grafo10962.100.txt,,,TO,,,,
grafo10970.100.txt,,,TO,,,,
grafo10972.95.txt,,,TO,,,,
grafo10976.92.txt,,,TO,,,,
grafo10998.100.txt,,,TO,,,,
grafo11000.99.txt,,,TO,,,,
grafo11001.97.txt,,,TO,,,,
grafo11003.100.txt,,,TO,,,,
grafo11008.99.txt,,,TO,,,,
grafo11011.100.txt,,,TO,,,,
grafo11014.100.txt,,,TO,,,,
grafo11015.98.txt,,,TO,,,,
grafo11016.98.txt,,,TO,,,,
grafo11020.100.txt,,,TO,,,,
grafo11035.99.txt,,,TO,,,,
grafo11037.99.txt,,,TO,,,,
grafo11039.96.txt,,,TO,,,,
grafo11044.95.txt,,,TO,,,,
grafo11047.92.txt,,,TO,,,,
grafo11050.98.txt,,,TO,,,,
grafo11056.98.txt,,,TO,,,,
grafo11060.99.txt,,,TO,,,,
grafo11067.98.txt,,,TO,,,,
grafo11069.93.txt,,,TO,,,,
grafo11070.94.txt,,,TO,,,,
grafo11072.98.txt,,,TO,,,,
grafo11073.100.txt,,,TO,,,,
grafo11076.97.txt,,,TO,,,,
grafo11088.97.txt,,,TO,,,,
grafo11096.97.txt,,,TO,,,,
grafo11099.99.txt,,,TO,,,,
grafo11100.95.txt,,,TO,,,,
grafo11101.95.txt,,,TO,,,,
grafo11102.98.txt,,,TO,,,,
grafo11105.95.txt,,,TO,,,,
grafo11106.99.txt,,,TO,,,,
grafo11110.99.txt,,,TO,,,,
grafo11112.96.txt,,,TO,,,,
grafo11113.98.txt,,,TO,,,,
grafo11114.93.txt,,,TO,,,,
grafo11115.92.txt,,,TO,,,,
grafo11119.98.txt,,,TO,,,,
grafo11125.100.txt,,,TO,,,,
grafo11140.98.txt,,,TO,,,,
grafo11142.99.txt,,,TO,,,,
grafo11143.98.txt,,,TO,,,,
grafo11144.92.txt,,,TO,,,,
grafo11145.99.txt,,,TO,,,,
grafo11148.99.txt,,,TO,,,,
grafo11149.100.txt,,,TO,,,,
grafo11157.100.txt,,,TO,,,,
grafo11162.100.txt,,,TO,,,,
heart.txt,180,926,13.8006,6164,,,
kts15-ptpt-0001.ec,132,400,0.0016 (WARNING: 0 solutions),0,,,
kts15-ptpt-0002.ec,132,394,0.0021 (WARNING: 0 solutions),0,,,
