Instance,#cols,#rows,DXZ,Solutions,Max Blocks,|ZDD|,|DNNF|
grafo8373.100.txt,170,787,0.1752,742658646888847672838471232000,,116903,
grafo8478.98.txt,170,807,54.1232,12250204148998063240770444,,20312503,
grafo8490.95.txt,167,3772,7.8000,6954783064700106449934405045,,1252068,
grafo8510.100.txt,163,953,0.1510,2522290965851353756626557847360,,121887,
grafo8513.100.txt,167,2092,5.6984,17469991641945079390720056660,,2180073,
grafo8549.100.txt,178,15056,,,,,
grafo8566.98.txt,154,1176,0.1605,33675447534980819354777573856,,96433,
grafo8571.94.txt,148,922,0.2340,60036648006230924769664308000,,167528,
grafo8673.98.txt,158,1536,8.4063,3665987509135804958589644160,,4470760,
grafo8674.100.txt,166,1120,8.3454,4411819550965378162337392234383360,,4122736,
grafo8719.93.txt,154,3309,,,,,
grafo8739.99.txt,168,1578,25.3261,3372046945590473948665700000,,10816571,
grafo8777.98.txt,158,645,0.0348,527114627133616421733651616800,,40530,
grafo8780.96.txt,168,1228,0.1058,106865700460093439124794247168,,77453,
grafo8791.94.txt,160,883,17.6263,41589577295649477917626554,,7607973,
grafo8793.100.txt,166,652,1.0336,6290998565958574189476048,,600621,
grafo8805.80.txt,152,29861,233.4593,48345675667025355720,,526317,
grafo8812.99.txt,,,TO,,,,
grafo8823.93.txt,151,1240,0.4665,2471868255285109723854868320,,274585,
grafo8826.100.txt,162,848,0.4817,1834705985117148849612007324569600,,337244,
grafo8857.99.txt,167,1042,0.5177,313543526986779746908720331250,,345611,
grafo8864.98.txt,172,1086,5.1228,1950049399397802069242304,,2607070,
grafo8865.100.txt,166,3081,124.6528,133118288366177973768481944,,41647545,
grafo8867.97.txt,165,958,238.8892,685433368697415388059662815488,,,
grafo8882.100.txt,162,841,1.8373,60433143070321573071599902510800,,923353,
grafo8892.100.txt,157,546,0.0267,156240682877101153716000,,31032,
grafo8893.96.txt,146,506,0.0087,8420211467291839036389765120,,11682,
grafo8921.98.txt,165,2014,,,,,
grafo8943.98.txt,165,1128,3.2753,1557799297139741798037095121600,,1604658,
grafo8963.92.txt,167,2704,3.1112,22926250524268338334887333870000,,1327764,
grafo8997.96.txt,177,6156,,,,,
grafo9008.91.txt,152,776,7.0728,72402063458117601570325710432,,3203116,
grafo9357.99.txt,161,3306,91.2353,142289966889381640493280,,35076478,
grafo9362.98.txt,158,719,112.3602,210693069836202719108532,,39311282,
grafo9542.87.txt,162,5819,,,,,
grafo9691.79.txt,126,505,0.0249,150604398614405598500000,,29848,
grafo9738.100.txt,170,837,152.4799,174103434161887558920991361424,,52515902,
grafo9788.80.txt,131,580,0.0619,5961768617178655142400,,67667,
grafo9973.96.txt,159,1078,2.0920,2561493285098512987929575760,,1107481,
grafo9984.96.txt,154,652,0.1456,3696278631131858917807872,,118512,
grafo9995.94.txt,157,837,0.7368,6526238612574319118772318,,427516,
heart.txt,180,926,12.5564,6164,,29550,
kts15-ptpt-0001.ec,132,400,0.0022 (WARNING: 0 solutions),0,,0,
kts15-ptpt-0002.ec,132,394,0.0026 (WARNING: 0 solutions),0,,0,
kts15-ptpt-0003.ec,132,390,0.0025,8,,150,
kts15-ptpt-0004.ec,132,392,0.0038,1,,22,
kts15-ptpt-0005.ec,132,396,0.0028 (WARNING: 0 solutions),0,,0,
kts15-ptpt-0006.ec,132,388,0.0033,8,,172,
kts15-ptpt-0007.ec,132,390,0.0035,12,,188,
kts15-ptpt-0008.ec,132,388,0.0036 (WARNING: 0 solutions),0,,0,
kts15-ptpt-0009.ec,132,389,0.0043,6,,130,
kts15-ptpt-0010.ec,132,392,0.0038 (WARNING: 0 solutions),0,,0,
kts15-ptpt-0011.ec,132,390,0.0041,4,,88,
kts15-ptpt-0012.ec,132,390,0.0018,4,,87,
kts15-ptpt-0013.ec,132,388,0.0054,24,,449,
kts15-ptpt-0014.ec,132,388,0.0055,8,,170,
kts15-ptpt-0015.ec,132,390,0.0047,14,,289,
kts15-ptpt-0016.ec,132,391,0.0037,6,,123,
kts15-ptpt-0017.ec,132,388,0.0033,24,,443,
kts15-ptpt-0018.ec,132,394,0.0038,8,,172,
kts15-ptpt-0019.ec,132,392,0.0054 (WARNING: 0 solutions),0,,0,
kts15-ptpt-0020.ec,132,391,0.0057,8,,171,
kts15-ptpt-0021.ec,132,388,0.0060,72,,1139,
kts21-ptpt-0001.ec,306,3329,TO,,,,
kts21-ptpt-0002.ec,306,3331,TO,,,,
kts21-ptpt-0003.ec,306,3329,TO,,,,
kts21-ptpt-0004.ec,306,3332,TO,,,,
kts21-ptpt-0005.ec,306,3327,TO,,,,
kts21-ptpt-0006.ec,306,3331,TO,,,,
kts21-ptpt-0007.ec,306,3331,TO,,,,
kts21-ptpt-0008.ec,306,3327,TO,,,,
kts21-ptpt-0009.ec,306,3329,TO,,,,
kts21-ptpt-0010.ec,306,3330,TO,,,,
kts21-ptpt-0011.ec,306,3329,TO,,,,
kts21-ptpt-0012.ec,306,3331,TO,,,,
kts21-ptpt-0013.ec,306,3330,TO,,,,
kts21-ptpt-0014.ec,306,3329,TO,,,,
kts21-ptpt-0015.ec,306,3331,TO,,,,
kts21-ptpt-0016.ec,306,3329,TO,,,,
kts21-ptpt-0017.ec,306,3327,TO,,,,
kts21-ptpt-0018.ec,306,3328,TO,,,,
kts21-ptpt-0019.ec,306,3327,TO,,,,
kts21-ptpt-0020.ec,306,3330,TO,,,,
kts21-ptpt-0021.ec,306,3330,TO,,,,
kts21-ptpt-0022.ec,306,3332,TO,,,,
kts21-ptpt-0023.ec,306,3330,TO,,,,
kts21-ptpt-0024.ec,306,3327,TO,,,,
kts21-ptpt-0025.ec,306,3329,TO,,,,
kts21-ptpt-0026.ec,306,3330,TO,,,,
kts21-ptpt-0027.ec,306,3329,TO,,,,
kts21-ptpt-0028.ec,306,3329,TO,,,,
kts21-ptpt-0029.ec,306,3329,TO,,,,
kts21-ptpt-0030.ec,306,3328,TO,,,,
kts21-ptpt-0031.ec,306,3330,TO,,,,
kts21-ptpt-0032.ec,306,3328,TO,,,,
kts21-ptpt-0033.ec,306,3330,TO,,,,
kts21-ptpt-0034.ec,306,3331,TO,,,,
kts21-ptpt-0035.ec,306,3328,TO,,,,
kts21-ptpt-0036.ec,306,3328,TO,,,,
kts21-ptpt-0037.ec,306,3329,TO,,,,
kts21-ptpt-0038.ec,306,3331,TO,,,,
kts21-ptpt-0039.ec,306,3327,TO,,,,
kts21-ptpt-0040.ec,306,3329,TO,,,,
kts21-ptpt-0041.ec,306,3329,TO,,,,
kts21-ptpt-0042.ec,306,3327,TO,,,,
kts21-ptpt-0043.ec,306,3329,TO,,,,
kts21-ptpt-0044.ec,306,3329,TO,,,,
kts21-ptpt-0045.ec,306,3327,TO,,,,
kts21-ptpt-0046.ec,306,3329,TO,,,,
kts21-ptpt-0047.ec,306,3329,TO,,,,
kts21-ptpt-0048.ec,306,3335,TO,,,,
kts21-ptpt-0049.ec,306,3333,TO,,,,
kts21-ptpt-0050.ec,306,3330,TO,,,,
kts21-ptpt-0051.ec,306,3327,TO,,,,
kts21-ptpt-0052.ec,306,3329,TO,,,,
kts21-ptpt-0053.ec,306,3332,TO,,,,
kts21-ptpt-0054.ec,306,3330,TO,,,,
kts21-ptpt-0055.ec,306,3330,TO,,,,
kts21-ptpt-0056.ec,306,3329,TO,,,,
kts21-ptpt-0057.ec,306,3328,TO,,,,
kts21-ptpt-0058.ec,306,3328,TO,,,,
kts21-ptpt-0059.ec,306,3329,TO,,,,
kts21-ptpt-0060.ec,306,3329,TO,,,,
kts21-ptpt-0061.ec,306,3329,TO,,,,
kts21-ptpt-0062.ec,306,3331,TO,,,,
kts21-ptpt-0063.ec,306,3327,TO,,,,
kts21-ptpt-0064.ec,306,3329,TO,,,,
kts21-ptpt-0065.ec,306,3328,TO,,,,
kts21-ptpt-0066.ec,306,3331,TO,,,,
kts21-ptpt-0067.ec,306,3330,TO,,,,
kts21-ptpt-0068.ec,306,3330,TO,,,,
kts21-ptpt-0069.ec,306,3329,TO,,,,
kts21-ptpt-0070.ec,306,3327,TO,,,,
kts21-ptpt-0071.ec,306,3328,TO,,,,
kts21-ptpt-0072.ec,306,3329,TO,,,,
kts21-ptpt-0073.ec,306,3328,TO,,,,
kts21-ptpt-0074.ec,306,3327,TO,,,,
kts21-ptpt-0075.ec,306,3328,TO,,,,
kts21-ptpt-0076.ec,306,3328,TO,,,,
kts21-ptpt-0077.ec,306,3330,TO,,,,
kts21-ptpt-0078.ec,306,3332,TO,,,,
kts21-ptpt-0079.ec,306,3330,TO,,,,
kts21-ptpt-0080.ec,306,3329,TO,,,,
kts21-ptpt-0081.ec,306,3329,TO,,,,
kts21-ptpt-0082.ec,306,3329,TO,,,,
kts21-ptpt-0083.ec,306,3330,TO,,,,
kts21-ptpt-0084.ec,306,3331,TO,,,,
kts21-ptpt-0085.ec,306,3328,TO,,,,
kts21-ptpt-0086.ec,306,3329,TO,,,,
kts21-ptpt-0087.ec,306,3329,TO,,,,
kts21-ptpt-0088.ec,306,3330,TO,,,,
kts21-ptpt-0089.ec,306,3328,TO,,,,
kts21-ptpt-0090.ec,306,3328,TO,,,,
kts21-ptpt-0091.ec,306,3329,TO,,,,
kts21-ptpt-0092.ec,306,3329,TO,,,,
kts21-ptpt-0093.ec,306,3327,TO,,,,
kts21-ptpt-0094.ec,306,3327,TO,,,,
kts21-ptpt-0095.ec,306,3327,TO,,,,
kts21-ptpt-0096.ec,306,3327,TO,,,,
kts21-ptpt-0097.ec,306,3328,TO,,,,
kts21-ptpt-0098.ec,306,3330,TO,,,,
kts21-ptpt-0099.ec,306,3329,TO,,,,
kts21-ptpt-0100.ec,306,3329,TO,,,,
latin6-blk-00001.ec,60,60,0.0043,48,,501,
latin6-blk-00002.ec,60,62,0.0045,56,,515,
latin6-blk-00003.ec,60,64,0.0058,80,,709,
latin6-blk-00004.ec,60,63,0.0047,72,,557,
latin6-blk-00005.ec,60,65,0.0056,80,,697,
latin6-blk-00006.ec,60,64,0.0054,88,,653,
latin6-blk-00007.ec,60,65,0.0056,80,,669,
latin7-blk-00001.ec,90,120,0.7050,10752,,73886,
latin7-blk-00002.ec,90,122,0.7549,14976,,88132,
latin7-blk-00003.ec,90,123,0.8238,17280,,96127,
latin7-blk-00004.ec,90,124,0.9955,19840,,105286,
latin7-blk-00005.ec,90,124,0.9035,20480,,103518,
latin7-blk-00006.ec,90,126,1.1201,29056,,128244,
latin7-blk-00007.ec,90,125,0.9478,23616,,111095,
latin7-blk-00008.ec,90,126,1.0823,27072,,122203,
latin7-blk-00009.ec,90,126,1.0322,27776,,118214,
latin8-blk-00001.ec,126,210,1256.2313,49390080,,109530171,
latin8-blk-00002.ec,126,212,TO,,,,
latin8-blk-00003.ec,126,213,TO,,,,
latin8-blk-00004.ec,126,214,TO,,,,
latin8-blk-00005.ec,126,215,TO,,,,
latin8-blk-00006.ec,126,214,TO,,,,
latin8-blk-00007.ec,126,216,TO,,,,
latin8-blk-00008.ec,126,217,TO,,,,
latin8-blk-00009.ec,126,215,TO,,,,
latin8-blk-00010.ec,126,217,TO,,,,
latin8-blk-00011.ec,126,216,TO,,,,
latin8-blk-00012.ec,126,217,TO,,,,
latin8-blk-00013.ec,126,216,TO,,,,
latin8-blk-00014.ec,126,216,TO,,,,
latin8-blk-00015.ec,126,217,TO,,,,
meteor.txt,60,2464,0.8624,9212,,2043,
sppaa01.txt,823,8904,TO,,,,
sppaa02.txt,531,5198,,,,,
sppaa03.txt,825,8627,TO,,,,
sppaa04.txt,426,7195,,,,,
sppaa05.txt,801,8308,TO,,,,
sppaa06.txt,646,7292,,,,,
sppkl01.txt,,,TO,,,,
sppkl02.txt,,,TO,,,,
sppnw01.txt,,,TO,,,,
sppnw02.txt,,,TO,,,,
sppnw03.txt,,,TO,,,,
sppnw04.txt,,,TO,,,,
sppnw05.txt,,,TO,,,,
sppnw06.txt,,,TO,,,,
sppnw07.txt,36,5172,30.0694,10763644724,,2847636,
sppnw08.txt,24,434,0.0137,285701,,11823,
sppnw09.txt,40,3103,37.5827,24534801581,,6451964,
sppnw10.txt,24,853,0.0566,318168,,25106,
sppnw11.txt,39,8820,390.9418,21343664608,,19877058,
sppnw12.txt,27,626,0.0214,496333530,,4737,
sppnw13.txt,,,TO,,,,
sppnw14.txt,,,TO,,,,
sppnw15.txt,31,467,0.0030,46,,59,
sppnw16.txt,,,TO,,,,
sppnw17.txt,,,TO,,,,
sppnw18.txt,124,10757,,,,,
sppnw19.txt,40,2879,6.8146,9838227358,,750548,
sppnw20.txt,22,685,0.0311,538696,,18936,
sppnw21.txt,25,577,0.0190,291047,,13372,
sppnw22.txt,23,619,0.0291,286758,,24057,
sppnw23.txt,19,711,0.0111,80524,,3448,
sppnw24.txt,19,1366,0.0955,725183,,27816,
sppnw25.txt,20,1217,0.1286,2225105,,45772,
sppnw26.txt,23,771,0.0108,805896,,4331,
sppnw27.txt,22,1355,0.0836,1046161,,19769,
sppnw28.txt,18,1210,0.0100,20117,,3589,
sppnw29.txt,18,2540,1.4429,16937657,,249601,
sppnw30.txt,26,2653,0.8687,4122439,,98564,
sppnw31.txt,26,2662,0.4347,3450340,,93005,
sppnw32.txt,19,294,0.0033,127126,,4195,
sppnw33.txt,23,3068,1.1521,4589163,,155757,
sppnw34.txt,20,899,0.0363,977866,,22176,
sppnw35.txt,23,1709,0.2419,184967,,25452,
sppnw36.txt,20,1783,0.1618,25474,,11814,
sppnw37.txt,19,770,0.0481,3740550,,29489,
sppnw38.txt,23,1220,0.0465,221108,,3667,
sppnw39.txt,25,677,0.0460,737597,,23364,
sppnw40.txt,19,404,0.0113,298956,,9228,
sppnw41.txt,17,197,0.0029,163155,,4056,
sppnw42.txt,23,1079,0.0373,230326,,4445,
sppnw43.txt,18,1072,0.3278,5442901,,134946,
sppus02.txt,,,TO,,,,
sppus03.txt,,,TO,,,,
sppus04.txt,,,TO,,,,
sts15-blk-00001.ec,48,64,0.0107,576,,1488,
sts15-blk-00002.ec,48,72,0.0058,288,,768,
sts15-blk-00003.ec,48,72,0.0044,144,,527,
sts15-blk-00004.ec,48,72,0.0045,144,,527,
sts15-blk-00005.ec,48,72,0.0013 (WARNING: 0 solutions),0,,0,
sts15-blk-00006.ec,48,76,0.0038,40,,327,
sts15-blk-00007.ec,48,76,0.0026,8,,116,
sts15-blk-00008.ec,48,76,0.0039,40,,325,
sts15-blk-00009.ec,48,76,0.0021,8,,117,
sts15-blk-00010.ec,48,76,0.0045,64,,432,
sts15-blk-00011.ec,48,76,0.0021,8,,120,
sts15-blk-00012.ec,48,76,0.0022,16,,140,
sts15-blk-00013.ec,48,76,0.0020,8,,119,
sts15-blk-00014.ec,48,72,0.0007 (WARNING: 0 solutions),0,,0,
sts15-blk-00015.ec,48,74,0.0002 (WARNING: 0 solutions),0,,0,
sts15-blk-00016.ec,48,76,0.0002 (WARNING: 0 solutions),0,,0,
sts15-blk-00017.ec,48,76,0.0022,16,,130,
sts15-blk-00018.ec,48,76,0.0019,8,,120,
sts15-blk-00019.ec,48,76,0.0028,32,,223,
sts15-blk-00020.ec,48,75,0.0039,28,,305,
sts15-blk-00021.ec,48,76,0.0039,40,,390,
sts15-blk-00022.ec,48,74,0.0033,24,,315,
sts15-blk-00023.ec,48,74,0.0035,20,,235,
sts15-blk-00024.ec,48,74,0.0026,16,,198,
sts15-blk-00025.ec,48,76,0.0030,20,,233,
sts15-blk-00026.ec,48,76,0.0039,40,,401,
sts15-blk-00027.ec,48,76,0.0035,40,,329,
sts15-blk-00028.ec,48,72,0.0031,24,,234,
sts15-blk-00029.ec,48,74,0.0031,16,,208,
sts15-blk-00030.ec,48,74,0.0032,20,,255,
sts15-blk-00031.ec,48,74,0.0032,20,,255,
sts15-blk-00032.ec,48,74,0.0031,24,,224,
sts15-blk-00033.ec,48,74,0.0029,48,,250,
sts15-blk-00034.ec,48,74,0.0044,24,,233,
sts15-blk-00035.ec,48,71,0.0041,48,,387,
sts15-blk-00036.ec,48,75,0.0026,16,,182,
sts15-blk-00037.ec,48,76,0.0033,8,,111,
sts15-blk-00038.ec,48,76,0.0023,8,,122,
sts15-blk-00039.ec,48,76,0.0031,24,,251,
sts15-blk-00040.ec,48,76,0.0033,32,,246,
sts15-blk-00041.ec,48,72,0.0014 (WARNING: 0 solutions),0,,0,
sts15-blk-00042.ec,48,75,0.0041,24,,260,
sts15-blk-00043.ec,48,74,0.0031,24,,215,
sts15-blk-00044.ec,48,76,0.0032,24,,256,
sts15-blk-00045.ec,48,76,0.0031,20,,241,
sts15-blk-00046.ec,48,76,0.0034,24,,163,
sts15-blk-00047.ec,48,75,0.0028,20,,220,
sts15-blk-00048.ec,48,75,0.0035,28,,265,
sts15-blk-00049.ec,48,74,0.0017 (WARNING: 0 solutions),0,,0,
sts15-blk-00050.ec,48,75,0.0025,16,,183,
sts15-blk-00051.ec,48,76,0.0015 (WARNING: 0 solutions),0,,0,
sts15-blk-00052.ec,48,76,0.0015 (WARNING: 0 solutions),0,,0,
sts15-blk-00053.ec,48,76,0.0038,48,,361,
sts15-blk-00054.ec,48,76,0.0031,20,,230,
sts15-blk-00055.ec,48,75,0.0033,28,,306,
sts15-blk-00056.ec,48,75,0.0028,20,,159,
sts15-blk-00057.ec,48,74,0.0035,24,,243,
sts15-blk-00058.ec,48,76,0.0023,16,,135,
sts15-blk-00059.ec,48,73,0.0032,36,,323,
sts15-blk-00060.ec,48,73,0.0026,16,,179,
sts15-blk-00061.ec,48,74,0.0024,24,,205,
sts15-blk-00062.ec,48,74,0.0029,24,,208,
sts15-blk-00063.ec,48,68,0.0073,192,,1016,
sts15-blk-00064.ec,48,70,0.0079,144,,1008,
sts15-blk-00065.ec,48,71,0.0065,96,,859,
sts15-blk-00066.ec,48,72,0.0057,288,,673,
sts15-blk-00067.ec,48,72,0.0027,24,,218,
sts15-blk-00068.ec,48,74,0.0034,28,,294,
sts15-blk-00069.ec,48,74,0.0031,16,,212,
sts15-blk-00070.ec,48,73,0.0039,36,,330,
sts15-blk-00071.ec,48,75,0.0028,20,,193,
sts15-blk-00072.ec,48,75,0.0026,16,,200,
sts15-blk-00073.ec,48,74,0.0032,20,,246,
sts15-blk-00074.ec,48,75,0.0033,16,,209,
sts15-blk-00075.ec,48,75,0.0028,20,,192,
sts15-blk-00076.ec,48,75,0.0026,16,,201,
sts15-blk-00077.ec,48,74,0.0037,20,,238,
sts15-blk-00078.ec,48,73,0.0029,20,,218,
sts15-blk-00079.ec,48,75,0.0037,36,,340,
sts15-blk-00080.ec,48,74,0.0030,16,,210,
sts15-blk-00081.ec,48,74,0.0048,20,,244,
sts15-blk-00082.ec,48,74,0.0033,24,,314,
sts15-blk-00083.ec,48,72,0.0015 (WARNING: 0 solutions),0,,0,
sts15-blk-00084.ec,48,74,0.0031,16,,209,
sts15-blk-00085.ec,48,74,0.0029,32,,272,
sts15-blk-00086.ec,48,73,0.0026,8,,93,
sts15-blk-00087.ec,48,74,0.0033,48,,252,
sts15-blk-00088.ec,48,73,0.0028,16,,185,
sts15-blk-00089.ec,48,75,0.0031,20,,211,
sts15-blk-00090.ec,48,74,0.0032,48,,250,
sts15-blk-00091.ec,48,72,0.0031,24,,211,
sts15-blk-00092.ec,48,74,0.0031,24,,224,
sts15-blk-00093.ec,48,70,0.0031,32,,258,
sts15-blk-00094.ec,48,76,0.0023,8,,112,
sts15-blk-00095.ec,48,75,0.0026,16,,171,
sts15-blk-00096.ec,48,75,0.0022,24,,189,
sts15-blk-00097.ec,48,74,0.0022,12,,116,
sts15-blk-00098.ec,48,76,0.0034,24,,127,
sts15-blk-00099.ec,48,76,0.0023,20,,164,
sts15-blk-00100.ec,48,75,0.0029,28,,267,
sts15-blk-00101.ec,48,76,0.0020,20,,145,
sts15-blk-00102.ec,48,75,0.0031,24,,279,
sts15-blk-00103.ec,48,76,0.0020,8,,114,
sts15-blk-00104.ec,48,75,0.0030,20,,219,
sts15-blk-00105.ec,48,75,0.0034,24,,273,
sts15-blk-00106.ec,48,75,0.0030,20,,198,
sts15-blk-00107.ec,48,75,0.0032,24,,277,
sts15-blk-00108.ec,48,76,0.0043,64,,452,
sts15-blk-00109.ec,48,76,0.0041,32,,267,
sts15-blk-00110.ec,48,76,0.0038,48,,377,
sts15-blk-00111.ec,48,76,0.0047,24,,271,
sts15-blk-00112.ec,48,76,0.0022,16,,119,
sts15-blk-00113.ec,48,74,0.0012 (WARNING: 0 solutions),0,,0,
sts15-blk-00114.ec,48,73,0.0013 (WARNING: 0 solutions),0,,0,
sts15-blk-00115.ec,48,74,0.0038,24,,227,
sts15-blk-00116.ec,48,75,0.0028,16,,185,
sts15-blk-00117.ec,48,72,0.0011 (WARNING: 0 solutions),0,,0,
sts15-blk-00118.ec,48,76,0.0008 (WARNING: 0 solutions),0,,0,
sts15-blk-00119.ec,48,76,0.0023,16,,140,
sts15-blk-00120.ec,48,76,0.0032,24,,262,
sts15-blk-00121.ec,48,75,0.0026,20,,221,
sts15-blk-00122.ec,48,76,0.0015 (WARNING: 0 solutions),0,,0,
sts15-blk-00123.ec,48,74,0.0011 (WARNING: 0 solutions),0,,0,
sts15-blk-00124.ec,48,75,0.0010 (WARNING: 0 solutions),0,,0,
sts15-blk-00125.ec,48,76,0.0027,16,,172,
sts15-blk-00126.ec,48,74,0.0028,24,,229,
sts15-blk-00127.ec,48,74,0.0007 (WARNING: 0 solutions),0,,0,
sts15-blk-00128.ec,48,76,0.0044,24,,255,
sts15-blk-00129.ec,48,76,0.0050,40,,345,
sts15-blk-00130.ec,48,76,0.0031,12,,156,
sts15-blk-00131.ec,48,75,0.0031,24,,251,
sts15-blk-00132.ec,48,76,0.0051,28,,323,
sts15-blk-00133.ec,48,76,0.0032,20,,228,
sts15-blk-00134.ec,48,76,0.0035,28,,311,
sts15-blk-00135.ec,48,73,0.0051,28,,315,
sts15-blk-00136.ec,48,74,0.0025,16,,181,
sts15-blk-00137.ec,48,74,0.0029,16,,178,
sts15-blk-00138.ec,48,74,0.0034,20,,235,
sts15-blk-00139.ec,48,73,0.0013 (WARNING: 0 solutions),0,,0,
sts15-blk-00140.ec,48,76,0.0039,48,,356,
sts15-blk-00141.ec,48,75,0.0032,20,,240,
sts15-blk-00142.ec,48,74,0.0033,20,,227,
sts15-blk-00143.ec,48,76,0.0053,16,,221,
sts15-blk-00144.ec,48,76,0.0030,16,,177,
sts15-blk-00145.ec,48,74,0.0048,24,,302,
sts15-blk-00146.ec,48,75,0.0029,28,,241,
sts15-blk-00147.ec,48,74,0.0031,28,,276,
sts15-blk-00148.ec,48,74,0.0033,28,,262,
sts15-blk-00149.ec,48,76,0.0031,24,,254,
sts15-blk-00150.ec,48,73,0.0029,16,,168,
sts15-blk-00151.ec,48,75,0.0029,28,,241,
sts15-blk-00152.ec,48,75,0.0037,24,,269,
sts15-blk-00153.ec,48,72,0.0049,64,,512,
sts15-blk-00154.ec,48,72,0.0043,40,,448,
sts15-blk-00155.ec,48,76,0.0035,40,,322,
sts15-blk-00156.ec,48,76,0.0021,8,,121,
sts15-blk-00157.ec,48,76,0.0029,24,,254,
sts19-blk-00001.ec,96,256,TO,,,,
sts19-blk-00002.ec,96,260,TO,,,,
sts19-blk-00003.ec,96,264,TO,,,,
sts19-blk-00004.ec,96,264,TO,,,,
sts19-blk-00005.ec,96,264,TO,,,,
sts19-blk-00006.ec,96,264,TO,,,,
sts19-blk-00007.ec,96,264,TO,,,,
sts19-blk-00008.ec,96,264,TO,,,,
sts19-blk-00009.ec,96,262,TO,,,,
sts19-blk-00010.ec,96,266,TO,,,,
sts19-blk-00011.ec,96,266,TO,,,,
sts19-blk-00012.ec,96,266,TO,,,,
sts19-blk-00013.ec,96,266,TO,,,,
sts19-blk-00014.ec,96,268,TO,,,,
sts19-blk-00015.ec,96,268,TO,,,,
sts19-blk-00016.ec,96,268,TO,,,,
sts19-blk-00017.ec,96,268,TO,,,,
sts19-blk-00018.ec,96,268,TO,,,,
sts19-blk-00019.ec,96,268,TO,,,,
sts19-blk-00020.ec,96,268,TO,,,,
sts19-blk-00021.ec,96,268,TO,,,,
sts19-blk-00022.ec,96,268,TO,,,,
sts19-blk-00023.ec,96,268,TO,,,,
sts19-blk-00024.ec,96,268,TO,,,,
sts19-blk-00025.ec,96,268,TO,,,,
sts19-blk-00026.ec,96,268,TO,,,,
sts19-blk-00027.ec,96,266,TO,,,,
sts19-blk-00028.ec,96,270,TO,,,,
sts19-blk-00029.ec,96,270,TO,,,,
sts19-blk-00030.ec,96,270,TO,,,,
sts19-blk-00031.ec,96,270,TO,,,,
sts19-blk-00032.ec,96,270,TO,,,,
sts19-blk-00033.ec,96,264,TO,,,,
sts19-blk-00034.ec,96,268,TO,,,,
sts19-blk-00035.ec,96,268,TO,,,,
sts19-blk-00036.ec,96,268,TO,,,,
sts19-blk-00037.ec,96,268,TO,,,,
sts19-blk-00038.ec,96,268,TO,,,,
sts19-blk-00039.ec,96,266,TO,,,,
sts19-blk-00040.ec,96,270,TO,,,,
sts19-blk-00041.ec,96,270,TO,,,,
sts19-blk-00042.ec,96,270,TO,,,,
sts19-blk-00043.ec,96,270,TO,,,,
sts19-blk-00044.ec,96,264,TO,,,,
sts19-blk-00045.ec,96,268,TO,,,,
sts19-blk-00046.ec,96,268,TO,,,,
sts19-blk-00047.ec,96,268,TO,,,,
sts19-blk-00048.ec,96,268,TO,,,,
sts19-blk-00049.ec,96,268,TO,,,,
sts19-blk-00050.ec,96,268,TO,,,,
sts19-blk-00051.ec,96,268,TO,,,,
sts19-blk-00052.ec,96,270,TO,,,,
sts19-blk-00053.ec,96,270,TO,,,,
sts19-blk-00054.ec,96,270,TO,,,,
sts19-blk-00055.ec,96,270,TO,,,,
sts19-blk-00056.ec,96,270,TO,,,,
sts19-blk-00057.ec,96,270,TO,,,,
sts19-blk-00058.ec,96,268,TO,,,,
sts19-blk-00059.ec,96,268,TO,,,,
sts19-blk-00060.ec,96,268,TO,,,,
sts19-blk-00061.ec,96,270,TO,,,,
sts19-blk-00062.ec,96,270,TO,,,,
sts19-blk-00063.ec,96,270,TO,,,,
sts19-blk-00064.ec,96,268,TO,,,,
sts19-blk-00065.ec,96,268,TO,,,,
sts19-blk-00066.ec,96,270,TO,,,,
sts19-blk-00067.ec,96,270,TO,,,,
sts19-blk-00068.ec,96,270,TO,,,,
sts19-blk-00069.ec,96,270,TO,,,,
sts19-blk-00070.ec,96,270,TO,,,,
sts19-blk-00071.ec,96,270,TO,,,,
sts19-blk-00072.ec,96,270,TO,,,,
sts19-blk-00073.ec,96,270,TO,,,,
sts19-blk-00074.ec,96,270,TO,,,,
sts19-blk-00075.ec,96,272,474.4285,26302466,,28587888,
sts19-blk-00076.ec,96,272,501.3786,26772480,,30091258,
sts19-blk-00077.ec,96,272,474.6657,26302466,,28584449,
sts19-blk-00078.ec,96,272,494.7421,26772480,,30108236,
sts19-blk-00079.ec,96,272,1083.7446,41532412,,74398217,
sts19-blk-00080.ec,96,272,1096.4658,42472128,,74830524,
sts19-blk-00081.ec,96,272,1083.3150,41532412,,74395493,
sts19-blk-00082.ec,96,272,1086.4664,42472128,,74799192,
sts19-blk-00083.ec,96,272,1312.8310,28114425,,73662808,
sts19-blk-00084.ec,96,272,1259.0315,26772482,,71683565,
sts19-blk-00085.ec,96,272,1303.6869,28114429,,73706581,
sts19-blk-00086.ec,96,272,1301.2175,28114432,,73661143,
sts19-blk-00087.ec,96,272,TO,,,,
sts19-blk-00088.ec,96,272,TO,,,,
sts19-blk-00089.ec,96,272,TO,,,,
sts19-blk-00090.ec,96,272,TO,,,,
sts19-blk-00091.ec,96,272,1453.4944,47530746,,98137247,
sts19-blk-00092.ec,96,272,1448.2015,47263488,,96745344,
