dataset,valid_runs,avg_ett_row_threshold,avg_cc_calls,avg_dec_cc_calls,avg_inc_cc_calls,avg_merges,avg_tree_edge_cuts,avg_non_tree_edge_cuts,avg_splits,avg_decompose,avg_cc_computations,avg_vertex_sum,avg_edge_sum,avg_updated_vertex_sum,avg_updated_edge_sum,avg_ett_vertex_sum,avg_ett_edge_sum,avg_ett_updated_vertex_sum,avg_ett_updated_edge_sum,avg_non_ett_vertex_sum,avg_non_ett_edge_sum,avg_non_ett_updated_vertex_sum,avg_non_ett_updated_edge_sum,avg_ett_cc_times,avg_non_ett_cc_times,avg_ett_full_edge_sum,avg_ett_replacement_scan_sum,avg_dynamic_scanned_edge_sum,avg_replacement_searches,avg_replacement_scan_steps
exact_cover_benchmarks,187,35.026737967914436,64015.978609625665,32007.989304812832,32007.989304812832,573498.064171123,747822.5454545454,2403805.871657754,174324.48128342247,994.3903743315508,7584.299465240641,283781.96256684494,1300561599.5561497,498331.51871657756,7550974.673796792,143449.41176470587,1300040175.9946525,348649.4973262032,6303256.8342245985,140332.55080213904,521423.5614973262,149682.02139037434,1247717.8395721924,1684.909090909091,5899.39037433155,1229872081.1818182,665047216.2245989,665568639.7860962,747822.5454545454,665047216.2245989
