dataset,valid_runs,avg_ett_row_threshold,avg_cc_calls,avg_dec_cc_calls,avg_inc_cc_calls,avg_merges,avg_tree_edge_cuts,avg_non_tree_edge_cuts,avg_splits,avg_decompose,avg_cc_computations,avg_vertex_sum,avg_edge_sum,avg_updated_vertex_sum,avg_updated_edge_sum,avg_ett_vertex_sum,avg_ett_edge_sum,avg_ett_updated_vertex_sum,avg_ett_updated_edge_sum,avg_non_ett_vertex_sum,avg_non_ett_edge_sum,avg_non_ett_updated_vertex_sum,avg_non_ett_updated_edge_sum,avg_ett_cc_times,avg_non_ett_cc_times,avg_ett_full_edge_sum,avg_ett_replacement_scan_sum,avg_dynamic_scanned_edge_sum,avg_replacement_searches,avg_replacement_scan_steps
set_partition_benchmarks,11,72.72727272727273,20043.636363636364,10021.818181818182,10021.818181818182,2465705.1818181816,2661627.4545454546,14500931.818181818,195922.27272727274,1725.2727272727273,4274.727272727273,191231.54545454544,39643436669.63636,582667.2727272727,38715675.27272727,91140.18181818182,39641574652.09091,389706.1818181818,34325118.54545455,100091.36363636363,1862017.5454545454,192961.0909090909,4390556.7272727275,568.0,3706.7272727272725,38985862580.63636,12077797484.636364,12079659502.181818,2661627.4545454546,12077797484.636364
