Instance,#cols,#rows,DLX,DXZ,D3X,DXD_S,DXD_M,IDXD_S,IDXD_M,MDLX,sharpSAT-TD,ExactMC,Solutions,Max Blocks,|ZDD|,|DNNF|
grafo1276.38.txt,,,,,,,,,0.1361,,,,775,5,,155
grafo128.92.txt,,,,,,,,,0.1806,,,,106875,6,,257
grafo1280.55.txt,,,,,,,,,0.2381,,,,17500,6,,220
grafo1281.93.txt,,,,,,,,,0.1960,,,,421875,8,,292
grafo1288.19.txt,,,,,,,,,0.2477,,,,18750,6,,235
grafo1293.95.txt,,,,,,,,,1.7288,,,,18596893700,7,,801
grafo1299.94.txt,,,,,,,,,0.2729,,,,2929500,9,,408
grafo1300.60.txt,,,,,,,,,0.1941,,,,16900,6,,233
grafo1304.97.txt,,,,,,,,,0.2508,,,,625,5,,158
grafo1310.11.txt,,,,,,,,,0.1770,,,,4316650,8,,420
grafo1313.90.txt,,,,,,,,,0.1815,,,,3475,4,,244
grafo1315.93.txt,,,,,,,,,0.2780,,,,473850,8,,304
grafo1320.24.txt,,,,,,,,,0.1603,,,,625,4,,157
grafo1325.60.txt,,,,,,,,,0.2357,,,,4823000,8,,407
grafo1327.42.txt,,,,,,,,,0.1032,,,,22308,6,,257
grafo1329.60.txt,,,,,,,,,0.3020,,,,16900,7,,230
grafo1332.55.txt,,,,,,,,,0.2222,,,,1053,5,,179
grafo1333.63.txt,,,,,,,,,0.4382,,,,7994675,4,,569
grafo1334.77.txt,,,,,,,,,0.2341,,,,700,5,,162
grafo1335.82.txt,,,,,,,,,0.2067,,,,422500,9,,312
grafo1340.15.txt,,,,,,,,,0.3553,,,,17942118750,10,,675
grafo1345.63.txt,,,,,,,,,0.2554,,,,406250,8,,303
grafo135.11.txt,,,,,,,,,1.4905,,,,38402867925,6,,793
grafo1351.10.txt,,,,,,,,,0.2649,,,,575771800,8,,566
grafo1353.87.txt,,,,,,,,,0.1788,,,,650,4,,153
grafo1354.16.txt,,,,,,,,,0.3196,,,,22680,6,,249
grafo1357.38.txt,,,,,,,,,0.2208,,,,650,4,,154
grafo1359.45.txt,,,,,,,,,0.2954,,,,1597050,9,,341
grafo1363.45.txt,,,,,,,,,0.2242,,,,900,5,,190
grafo1364.30.txt,,,,,,,,,0.2054,,,,20250000,10,,401
grafo1369.28.txt,,,,,,,,,0.2466,,,,23125,6,,243
grafo1370.75.txt,,,,,,,,,0.2609,,,,587250,9,,326
grafo1375.99.txt,,,,,,,,,0.2966,,,,2439692500,7,,646
grafo1388.17.txt,,,,,,,,,0.2904,,,,3248301600,10,,662
grafo1390.73.txt,,,,,,,,,0.2183,,,,625,5,,149
grafo1391.96.txt,,,,,,,,,0.4070,,,,903515625,10,,576
grafo1393.24.txt,,,,,,,,,0.2050,,,,650,4,,154
grafo1394.26.txt,,,,,,,,,0.5076,,,,90212200,6,,570
grafo1398.21.txt,,,,,,,,,0.1641,,,,16250,7,,229
grafo1405.91.txt,,,,,,,,,0.2105,,,,676,5,,147
grafo1407.50.txt,,,,,,,,,0.2245,,,,1441300,9,,350
grafo1408.28.txt,,,,,,,,,0.5615,,,,7095000,4,,575
grafo1411.22.txt,,,,,,,,,0.2438,,,,406250,9,,302
grafo1412.32.txt,,,,,,,,,0.3637,,,,3073250,7,,498
grafo1415.63.txt,,,,,,,,,0.3186,,,,39057200,10,,466
grafo1417.42.txt,,,,,,,,,0.3633,,,,3652950,6,,538
grafo142.76.txt,,,,,,,,,0.2737,,,,1434375,9,,413
grafo1420.71.txt,,,,,,,,,0.2344,,,,20300,7,,243
grafo1423.48.txt,,,,,,,,,0.2789,,,,19375,6,,235
grafo1426.92.txt,,,,,,,,,0.3788,,,,2416800,5,,490
grafo143.64.txt,,,,,,,,,0.2490,,,,17550,6,,243
grafo1430.95.txt,,,,,,,,,0.3200,,,,23892500,8,,468
grafo1431.29.txt,,,,,,,,,0.4211,,,,1205075000,9,,745
grafo1435.43.txt,,,,,,,,,0.1845,,,,390625,9,,301
grafo1436.41.txt,,,,,,,,,0.2518,,,,21700,6,,232
grafo1437.35.txt,,,,,,,,,0.7484,,,,44771030000,9,,876
grafo1441.77.txt,,,,,,,,,0.2303,,,,16250,6,,216
grafo1443.40.txt,,,,,,,,,0.2475,,,,625,5,,152
grafo1447.35.txt,,,,,,,,,0.2546,,,,18375000,10,,417
grafo1448.100.txt,,,,,,,,,0.3503,,,,129406352,9,,603
grafo1453.29.txt,,,,,,,,,0.1193,,,,16875,7,,228
grafo146.60.txt,,,,,,,,,0.5476,,,,2843596,6,,511
grafo1474.40.txt,,,,,,,,,1.2490,,,,11478442500,8,,719
grafo1475.37.txt,,,,,,,,,0.2248,,,,15625,7,,235
grafo1481.33.txt,,,,,,,,,0.1428,,,,675,4,,164
grafo1488.42.txt,,,,,,,,,0.2748,,,,19375,7,,232
grafo1489.74.txt,,,,,,,,,0.2101,,,,16250,7,,227
grafo1491.27.txt,,,,,,,,,0.2552,,,,8343750,8,,481
grafo1495.67.txt,,,,,,,,,0.1890,,,,625,4,,144
grafo1496.11.txt,,,,,,,,,0.3016,,,,809375,8,,331
grafo1498.61.txt,,,,,,,,,0.1195,,,,1333,4,,200
grafo1502.73.txt,,,,,,,,,0.5908,,,,16976100000,10,,881
grafo1503.80.txt,,,,,,,,,0.2820,,,,18125,7,,233
grafo1518.68.txt,,,,,,,,,0.2361,,,,12150000,10,,384
grafo1519.73.txt,,,,,,,,,0.5302,,,,506218750,9,,599
grafo1524.86.txt,,,,,,,,,0.6671,,,,567562500,8,,627
grafo153.22.txt,,,,,,,,,0.3388,,,,835830060,8,,607
grafo1534.94.txt,,,,,,,,,0.3946,,,,742500,9,,330
grafo1537.86.txt,,,,,,,,,0.5184,,,,71147686500,10,,776
grafo1538.49.txt,,,,,,,,,0.2884,,,,2418925,5,,443
grafo1540.55.txt,,,,,,,,,0.2042,,,,30625,6,,251
grafo1542.71.txt,,,,,,,,,0.2577,,,,31590000,10,,454
grafo1543.79.txt,,,,,,,,,0.1548,,,,31875,6,,257
grafo155.75.txt,,,,,,,,,0.4575,,,,629375,6,,357
grafo1562.81.txt,,,,,,,,,0.0834,,,,729,4,,159
grafo1574.100.txt,,,,,,,,,0.2295,,,,750,4,,150
grafo1576.39.txt,,,,,,,,,0.1456,,,,8157500,9,,416
grafo1579.57.txt,,,,,,,,,0.2384,,,,725,4,,148
grafo158.21.txt,,,,,,,,,0.4406,,,,10775700,7,,569
grafo1580.49.txt,,,,,,,,,0.3126,,,,30400,5,,375
grafo1589.37.txt,,,,,,,,,1.7505,,,,134154475,5,,698
grafo1590.75.txt,,,,,,,,,1.0940,,,,1169797701330,10,,916
grafo1594.71.txt,,,,,,,,,2.3306,,,,4442668000,6,,799
grafo1596.16.txt,,,,,,,,,0.2793,,,,403601250,8,,523
grafo1601.21.txt,,,,,,,,,0.1281,,,,702,5,,158
grafo1602.72.txt,,,,,,,,,0.5016,,,,23968750,9,,573
grafo1603.92.txt,,,,,,,,,0.3000,,,,3675000,9,,448
grafo1612.56.txt,,,,,,,,,0.2067,,,,702,5,,162
grafo1613.27.txt,,,,,,,,,0.3638,,,,9570703125,10,,715
grafo1619.94.txt,,,,,,,,,0.1892,,,,52528,7,,282
grafo1624.15.txt,,,,,,,,,0.3943,,,,1369,5,,176
grafo1625.71.txt,,,,,,,,,0.2463,,,,18125,6,,242
grafo1626.15.txt,,,,,,,,,1.7100,,,,644040476950,8,,1047
grafo1627.37.txt,,,,,,,,,0.4056,,,,385020,6,,439
grafo1628.93.txt,,,,,,,,,0.6841,,,,16451358000,8,,674
grafo1630.14.txt,,,,,,,,,0.2884,,,,612500,9,,322
grafo1631.66.txt,,,,,,,,,0.2714,,,,578125,9,,309
grafo1635.100.txt,,,,,,,,,0.2138,,,,677970,8,,331
grafo1644.67.txt,,,,,,,,,0.2565,,,,437500,8,,318
grafo1645.78.txt,,,,,,,,,0.9353,,,,1612490000,6,,751
grafo1648.100.txt,,,,,,,,,0.2734,,,,11925,4,,309
grafo1655.32.txt,,,,,,,,,0.1737,,,,675,5,,157
grafo1657.22.txt,,,,,,,,,0.2345,,,,1250000,8,,387
grafo166.10.txt,,,,,,,,,0.3404,,,,3204500,7,,422
grafo1662.43.txt,,,,,,,,,0.2214,,,,438750,8,,299
grafo1675.96.txt,,,,,,,,,0.0991,,,,650,5,,146
grafo1679.85.txt,,,,,,,,,0.4499,,,,90740,4,,429
grafo1682.90.txt,,,,,,,,,0.2125,,,,484375,9,,302
grafo1684.38.txt,,,,,,,,,0.3401,,,,14880000,10,,381
grafo1688.46.txt,,,,,,,,,0.2483,,,,12234375,10,,390
grafo1691.57.txt,,,,,,,,,0.2852,,,,16250,7,,233
grafo1692.85.txt,,,,,,,,,0.2727,,,,10875000,10,,382
grafo1694.47.txt,,,,,,,,,0.4665,,,,686628000,6,,558
grafo1704.38.txt,,,,,,,,,2.2368,,,,53710532359250,8,,1112
grafo1708.84.txt,,,,,,,,,0.2388,,,,9000000,10,,389
grafo1712.23.txt,,,,,,,,,0.5436,,,,153400,6,,394
grafo1722.39.txt,,,,,,,,,0.5626,,,,376082151250,9,,791
grafo1723.91.txt,,,,,,,,,0.8138,,,,90567258375,7,,926
grafo1724.16.txt,,,,,,,,,0.2089,,,,139375,6,,316
grafo1725.10.txt,,,,,,,,,0.2854,,,,1300,5,,198
grafo1727.23.txt,,,,,,,,,0.1649,,,,625,5,,145
grafo1730.14.txt,,,,,,,,,0.2031,,,,16900,7,,227
grafo1733.85.txt,,,,,,,,,0.1624,,,,891,5,,161
grafo1738.86.txt,,,,,,,,,0.4492,,,,331620,4,,500
grafo1744.19.txt,,,,,,,,,0.4697,,,,141669000,10,,549
grafo1746.36.txt,,,,,,,,,0.8357,,,,33992244,6,,639
grafo1747.54.txt,,,,,,,,,0.1638,,,,17550,7,,235
grafo175.88.txt,,,,,,,,,0.1346,,,,3875,5,,187
grafo1754.63.txt,,,,,,,,,0.2600,,,,421875,8,,299
grafo1755.30.txt,,,,,,,,,0.2197,,,,625,5,,156
grafo1756.80.txt,,,,,,,,,0.2633,,,,15625,7,,229
grafo1757.19.txt,,,,,,,,,0.2328,,,,34890625,8,,481
grafo1769.27.txt,,,,,,,,,0.1151,,,,18125,6,,228
