dataset,instance,input,status,validation_errors,time_s,stats_complete,ett_row_threshold,cc_calls,dec_cc_calls,inc_cc_calls,merges,tree_edge_cuts,non_tree_edge_cuts,splits,decompose,cc_computations,vertex_sum,edge_sum,updated_vertex_sum,updated_edge_sum,ett_vertex_sum,ett_edge_sum,ett_updated_vertex_sum,ett_updated_edge_sum,non_ett_vertex_sum,non_ett_edge_sum,non_ett_updated_vertex_sum,non_ett_updated_edge_sum,ett_cc_times,non_ett_cc_times,ett_full_edge_sum,ett_replacement_scan_sum,dynamic_scanned_edge_sum,replacement_searches,replacement_scan_steps
exact_cover_benchmarks,kts15-ptpt-0015,data/batch_2/exact_cover_benchmarks/kts15-ptpt-0015.ec,success,,9.539305,1,50,30476,15238,15238,398126,502665,2524070,104539,4646,11760,665212,1213399182,265410,6554282,501906,1212342628,209076,6053470,163306,1056554,56334,500812,5163,6597,1136644598,389541261,390597815,502665,389541261
exact_cover_benchmarks,kts15-ptpt-0016,data/batch_2/exact_cover_benchmarks/kts15-ptpt-0016.ec,success,,9.143999,1,50,29780,14890,14890,370571,469396,2384400,98825,4662,11616,616918,1120222745,255066,6213962,448403,1119148342,197650,5707592,168515,1074403,57416,506370,4732,6884,1049794120,363912080,364986483,469396,363912080
exact_cover_benchmarks,kts15-ptpt-0017,data/batch_2/exact_cover_benchmarks/kts15-ptpt-0017.ec,success,,8.139120,1,50,25530,12765,12765,309077,393051,2013483,83974,4034,9990,548799,945796628,217530,5252496,409035,944909713,167948,4813068,139764,886915,49582,439428,4220,5770,885624155,302140297,303027212,393051,302140297
exact_cover_benchmarks,kts15-ptpt-0018,data/batch_2/exact_cover_benchmarks/kts15-ptpt-0018.ec,success,,10.035639,1,50,27454,13727,13727,383994,485186,2518639,101192,4343,10761,626129,1252037553,252854,6474680,477781,1251047688,202384,6007650,148348,989865,50470,467030,4841,5920,1175899056,407387548,408377413,485186,407387548
exact_cover_benchmarks,kts15-ptpt-0020,data/batch_2/exact_cover_benchmarks/kts15-ptpt-0020.ec,success,,13.557439,1,50,41568,20784,20784,521643,661775,3316191,140132,6441,16158,890341,1522079124,359032,8669100,657158,1520553416,280264,7955932,233183,1525708,78768,713168,6915,9243,1423522897,501335969,502861677,661775,501335969
exact_cover_benchmarks,kts15-ptpt-0021,data/batch_2/exact_cover_benchmarks/kts15-ptpt-0021.ec,success,,10.287724,1,50,34962,17481,17481,405746,516726,2590143,110980,5189,13339,700467,1177985681,289060,6791426,510982,1176848990,221960,6213738,189485,1136691,67100,577688,5376,7963,1101086048,383693024,384829715,516726,383693024
exact_cover_benchmarks,latin6-blk-00001,data/batch_2/exact_cover_benchmarks/latin6-blk-00001.ec,success,,0.005765,1,30,1594,797,797,382,703,473,321,60,410,7144,75575,2298,5678,2434,68633,642,2352,4710,6942,1656,3326,64,346,36249,21303,28245,703,21303
exact_cover_benchmarks,latin6-blk-00002,data/batch_2/exact_cover_benchmarks/latin6-blk-00002.ec,success,,0.006793,1,30,1748,874,874,484,833,512,349,66,449,8013,95174,2594,6680,2673,86888,698,2690,5340,8286,1896,3990,69,380,47877,26089,34375,833,26089
exact_cover_benchmarks,latin6-blk-00003,data/batch_2/exact_cover_benchmarks/latin6-blk-00003.ec,success,,0.008268,1,30,2182,1091,1091,592,988,613,396,93,568,9610,117207,3318,8680,2882,106841,792,3202,6728,10366,2526,5478,73,495,60707,33252,43618,988,33252
exact_cover_benchmarks,latin6-blk-00004,data/batch_2/exact_cover_benchmarks/latin6-blk-00004.ec,success,,0.007167,1,30,1766,883,883,561,947,563,386,70,454,8332,108366,2678,7080,2800,99502,772,3020,5532,8864,1906,4060,72,382,55677,28769,37633,947,28769
exact_cover_benchmarks,latin6-blk-00005,data/batch_2/exact_cover_benchmarks/latin6-blk-00005.ec,success,,0.008439,1,30,2188,1094,1094,609,1065,716,456,75,546,9828,132882,3342,9202,3661,122603,912,3562,6167,10279,2430,5640,94,452,70919,39573,49852,1065,39573
exact_cover_benchmarks,latin6-blk-00006,data/batch_2/exact_cover_benchmarks/latin6-blk-00006.ec,success,,0.008253,1,30,2064,1032,1032,521,939,665,418,58,510,9272,117785,3068,8332,3306,107628,836,3208,5966,10157,2232,5124,85,425,61931,33467,43624,939,33467
exact_cover_benchmarks,latin6-blk-00007,data/batch_2/exact_cover_benchmarks/latin6-blk-00007.ec,success,,0.008473,1,30,2058,1029,1029,547,987,764,440,73,521,9429,124734,3160,8778,3339,114436,880,3502,6090,10298,2280,5276,85,436,66476,37122,47420,987,37122
exact_cover_benchmarks,latin7-blk-00001,data/batch_2/exact_cover_benchmarks/latin7-blk-00001.ec,success,,1.265878,1,50,249076,124538,124538,33293,56328,53531,23035,8216,66528,1587056,13448717,395828,1188366,195816,10750365,46070,219718,1391240,2698352,349758,968648,3232,63296,6796694,3696178,6394530,56328,3696178
exact_cover_benchmarks,latin7-blk-00002,data/batch_2/exact_cover_benchmarks/latin7-blk-00002.ec,success,,1.508362,1,50,287852,143926,143926,43752,72557,62482,28805,9723,76735,1845421,17073263,464254,1432358,250563,13876284,57610,270078,1594858,3196979,406644,1162280,4211,72524,8841655,4770306,7967285,72557,4770306
exact_cover_benchmarks,latin7-blk-00003,data/batch_2/exact_cover_benchmarks/latin7-blk-00003.ec,success,,1.626352,1,50,312630,156315,156315,44920,74324,65628,29404,10002,82586,1978872,17947035,505932,1569102,256504,14486435,58808,279904,1722368,3460600,447124,1289198,4277,78309,9287253,4975446,8436046,74324,4975446
exact_cover_benchmarks,latin7-blk-00004,data/batch_2/exact_cover_benchmarks/latin7-blk-00004.ec,success,,1.812543,1,50,342806,171403,171403,47247,78136,70445,30889,10616,90094,2164830,19258849,557426,1739866,269263,15424943,61778,297162,1895567,3833906,495648,1442704,4470,85624,9935498,5311703,9145609,78136,5311703
exact_cover_benchmarks,latin7-blk-00005,data/batch_2/exact_cover_benchmarks/latin7-blk-00005.ec,success,,1.728219,1,50,323432,161716,161716,47953,78654,73034,30701,11678,86231,2034713,20032752,539880,1748162,293459,16466080,61398,303376,1741254,3566672,478482,1444786,4817,81414,10777975,5718259,9284931,78654,5718259
exact_cover_benchmarks,latin7-blk-00006,data/batch_2/exact_cover_benchmarks/latin7-blk-00006.ec,success,,2.092654,1,50,393482,196741,196741,54721,89001,83539,34280,14954,105138,2447218,23240313,664176,2162604,321878,18876560,68558,345080,2125340,4363753,595618,1817524,5257,99881,12448533,6566349,10930102,89001,6566349
exact_cover_benchmarks,latin7-blk-00007,data/batch_2/exact_cover_benchmarks/latin7-blk-00007.ec,success,,1.896777,1,50,352720,176360,176360,55571,90839,88748,35268,11537,92850,2256533,22717842,591266,1936868,309188,18640415,70536,359174,1947345,4077427,520730,1577694,5081,87769,12213031,6497981,10575408,90839,6497981
exact_cover_benchmarks,latin7-blk-00008,data/batch_2/exact_cover_benchmarks/latin7-blk-00008.ec,success,,2.082142,1,50,384302,192151,192151,58817,96057,95074,37240,13264,101630,2445432,24312747,649706,2135980,324224,19871549,74480,382262,2121208,4441198,575226,1753718,5313,96317,13066564,6980483,11421681,96057,6980483
exact_cover_benchmarks,latin7-blk-00009,data/batch_2/exact_cover_benchmarks/latin7-blk-00009.ec,success,,2.038731,1,50,376886,188443,188443,58396,95141,93681,36745,11748,98370,2404430,24177452,634838,2093322,321625,19803684,73490,377644,2082805,4373768,561348,1715678,5260,93110,13037447,6918352,11292120,95141,6918352
exact_cover_benchmarks,sts15-blk-00001,data/batch_2/exact_cover_benchmarks/sts15-blk-00001.ec,success,,0.017586,1,30,4530,2265,2265,1165,1841,1753,676,306,1235,18460,256691,8936,29940,2656,229511,1352,7188,15804,27180,7584,22752,65,1170,150907,76102,103282,1841,76102
exact_cover_benchmarks,sts15-blk-00002,data/batch_2/exact_cover_benchmarks/sts15-blk-00002.ec,success,,0.011560,1,30,2292,1146,1146,1207,1868,2216,661,136,605,10276,308672,5032,20394,2670,294542,1320,8168,7606,14130,3712,12226,64,541,207476,109482,123612,1868,109482
exact_cover_benchmarks,sts15-blk-00003,data/batch_2/exact_cover_benchmarks/sts15-blk-00003.ec,success,,0.010767,1,30,1912,956,956,1271,1984,2230,713,120,513,8873,306067,4302,17708,2636,294069,1426,8428,6237,11998,2876,9280,65,448,205537,108187,120185,1984,108187
exact_cover_benchmarks,sts15-blk-00004,data/batch_2/exact_cover_benchmarks/sts15-blk-00004.ec,success,,0.010627,1,30,1914,957,957,1256,1969,2245,713,120,513,8873,304070,4304,17708,2636,292072,1426,8428,6237,11998,2878,9280,65,448,204047,107708,119706,1969,107708
exact_cover_benchmarks,sts15-blk-00006,data/batch_2/exact_cover_benchmarks/sts15-blk-00006.ec,success,,0.010919,1,30,1766,883,883,1269,1983,2444,714,78,451,8803,401386,3864,17068,3979,388176,1428,8854,4824,13210,2436,8214,96,355,285270,152573,165783,1983,152573
exact_cover_benchmarks,sts15-blk-00007,data/batch_2/exact_cover_benchmarks/sts15-blk-00007.ec,success,,0.008652,1,30,1134,567,567,1210,1854,2253,644,54,306,6831,386250,2762,13622,3562,376802,1288,8214,3269,9448,1474,5408,83,223,278884,146469,155917,1854,146469
exact_cover_benchmarks,sts15-blk-00008,data/batch_2/exact_cover_benchmarks/sts15-blk-00008.ec,success,,0.011063,1,30,1768,884,884,1320,2034,2393,714,77,451,8806,412259,3866,17072,3979,399029,1428,8854,4827,13230,2438,8218,96,355,293755,156347,169577,2034,156347
exact_cover_benchmarks,sts15-blk-00009,data/batch_2/exact_cover_benchmarks/sts15-blk-00009.ec,success,,0.008684,1,30,1112,556,556,1201,1843,2242,642,42,288,6634,385480,2674,13302,3524,376376,1284,8170,3110,9104,1390,5132,82,206,278773,147530,156634,1843,147530
exact_cover_benchmarks,sts15-blk-00010,data/batch_2/exact_cover_benchmarks/sts15-blk-00010.ec,success,,0.013629,1,30,2288,1144,1144,1483,2325,2839,842,90,571,11203,462105,5002,22180,4266,442084,1684,10328,6937,20021,3318,11852,103,468,323799,170242,190263,2325,170242
exact_cover_benchmarks,sts15-blk-00011,data/batch_2/exact_cover_benchmarks/sts15-blk-00011.ec,success,,0.008217,1,30,1036,518,518,1088,1695,2151,607,48,278,6469,364929,2540,12794,3731,356851,1214,7692,2738,8078,1326,5102,88,190,264599,141611,149689,1695,141611
exact_cover_benchmarks,sts15-blk-00012,data/batch_2/exact_cover_benchmarks/sts15-blk-00012.ec,success,,0.009304,1,30,1286,643,643,1075,1677,2265,602,72,351,7274,356403,3062,14556,3249,344871,1204,7884,4025,11532,1858,6672,75,276,255168,131632,143164,1677,131632
exact_cover_benchmarks,sts15-blk-00013,data/batch_2/exact_cover_benchmarks/sts15-blk-00013.ec,success,,0.008361,1,30,1058,529,529,1121,1731,2115,610,45,280,6533,372562,2572,12934,3728,364199,1220,7692,2805,8363,1352,5242,88,192,270368,140490,148853,1731,140490
exact_cover_benchmarks,sts15-blk-00017,data/batch_2/exact_cover_benchmarks/sts15-blk-00017.ec,success,,0.008218,1,30,1110,555,555,1124,1699,2113,575,50,296,6594,364143,2680,13154,3103,353957,1150,7624,3491,10186,1530,5530,71,225,263030,139073,149259,1699,139073
exact_cover_benchmarks,sts15-blk-00018,data/batch_2/exact_cover_benchmarks/sts15-blk-00018.ec,success,,0.008135,1,30,1052,526,526,1091,1702,2162,611,53,285,6453,370225,2546,12756,3684,362093,1220,7728,2769,8132,1326,5028,87,198,268965,145244,153376,1702,145244
exact_cover_benchmarks,sts15-blk-00019,data/batch_2/exact_cover_benchmarks/sts15-blk-00019.ec,success,,0.011052,1,30,1748,874,874,1317,2082,2663,765,78,450,9240,422900,3970,18396,4524,409151,1530,9490,4716,13749,2440,8906,110,340,300382,156291,170040,2082,156291
exact_cover_benchmarks,sts15-blk-00020,data/batch_2/exact_cover_benchmarks/sts15-blk-00020.ec,success,,0.010699,1,30,1616,808,808,1409,2171,2511,762,56,411,8784,432378,3632,17044,4032,418751,1524,9364,4752,13627,2108,7680,96,315,307671,155196,168823,2171,155196
exact_cover_benchmarks,sts15-blk-00021,data/batch_2/exact_cover_benchmarks/sts15-blk-00021.ec,success,,0.013292,1,30,2118,1059,1059,1610,2484,2944,874,75,532,10673,483936,4706,21256,4161,465557,1748,10856,6512,18379,2958,10400,98,434,340940,178734,197113,2484,178734
exact_cover_benchmarks,sts15-blk-00022,data/batch_2/exact_cover_benchmarks/sts15-blk-00022.ec,success,,0.011505,1,30,1796,898,898,1388,2173,2467,785,66,462,9442,419629,3980,17866,4114,404736,1570,9280,5328,14893,2410,8586,99,363,294288,152485,167378,2173,152485
exact_cover_benchmarks,sts15-blk-00023,data/batch_2/exact_cover_benchmarks/sts15-blk-00023.ec,success,,0.012166,1,30,1820,910,910,1455,2300,2837,845,73,475,9531,428963,4090,18300,4031,414130,1690,10274,5500,14833,2400,8026,96,379,299836,156701,171534,2300,156701
exact_cover_benchmarks,sts15-blk-00024,data/batch_2/exact_cover_benchmarks/sts15-blk-00024.ec,success,,0.008416,1,30,1218,609,609,1007,1563,1893,556,59,325,6231,294088,2726,12092,2634,285235,1112,6912,3597,8853,1614,5180,61,264,206981,105757,114610,1563,105757
exact_cover_benchmarks,sts15-blk-00025,data/batch_2/exact_cover_benchmarks/sts15-blk-00025.ec,success,,0.012711,1,30,2008,1004,1004,1416,2220,2736,804,96,528,10192,438598,4500,19924,4348,422334,1608,9912,5844,16264,2892,10012,107,421,308950,166278,182542,2220,166278
exact_cover_benchmarks,sts15-blk-00026,data/batch_2/exact_cover_benchmarks/sts15-blk-00026.ec,success,,0.014139,1,30,2288,1144,1144,1601,2491,3064,890,90,584,11296,474763,5038,22400,4214,454700,1780,11110,7082,20063,3258,11290,99,485,331662,172340,192403,2491,172340
exact_cover_benchmarks,sts15-blk-00027,data/batch_2/exact_cover_benchmarks/sts15-blk-00027.ec,success,,0.013186,1,30,2036,1018,1018,1619,2505,3007,886,84,524,10695,500618,4602,21120,4714,483325,1772,11024,5981,17293,2830,10096,113,411,355439,180774,198067,2505,180774
exact_cover_benchmarks,sts15-blk-00028,data/batch_2/exact_cover_benchmarks/sts15-blk-00028.ec,success,,0.011227,1,30,1840,920,920,1328,2072,2318,744,86,494,9642,380921,4190,18272,3766,365160,1488,8780,5876,15761,2702,9492,91,403,262847,136155,151916,2072,136155
exact_cover_benchmarks,sts15-blk-00029,data/batch_2/exact_cover_benchmarks/sts15-blk-00029.ec,success,,0.012265,1,30,2094,1047,1047,1387,2161,2551,774,101,561,10615,402074,4666,20230,3724,383296,1548,9424,6891,18778,3118,10806,89,472,277385,145551,164329,2161,145551
exact_cover_benchmarks,sts15-blk-00030,data/batch_2/exact_cover_benchmarks/sts15-blk-00030.ec,success,,0.011774,1,30,1944,972,972,1340,2107,2512,767,87,511,9730,388303,4340,18832,3749,372449,1534,9238,5981,15854,2806,9594,90,421,268716,140188,156042,2107,140188
exact_cover_benchmarks,sts15-blk-00031,data/batch_2/exact_cover_benchmarks/sts15-blk-00031.ec,success,,0.012056,1,30,1944,972,972,1370,2137,2482,767,87,511,9730,396215,4340,18832,3749,380361,1534,9238,5981,15854,2806,9594,90,421,275081,142874,158728,2137,142874
exact_cover_benchmarks,sts15-blk-00032,data/batch_2/exact_cover_benchmarks/sts15-blk-00032.ec,success,,0.011142,1,30,1748,874,874,1432,2159,2245,727,80,458,8797,390426,3922,16966,3342,376273,1454,8808,5455,14153,2468,8158,80,378,272003,134163,148316,2159,134163
exact_cover_benchmarks,sts15-blk-00033,data/batch_2/exact_cover_benchmarks/sts15-blk-00033.ec,success,,0.009556,1,30,1418,709,709,1193,1855,2235,662,59,362,7562,357876,3270,15202,3371,346530,1324,8180,4191,11346,1946,7022,80,282,253020,134931,146277,1855,134931
exact_cover_benchmarks,sts15-blk-00034,data/batch_2/exact_cover_benchmarks/sts15-blk-00034.ec,success,,0.009582,1,30,1558,779,779,1221,1870,2034,649,73,411,7679,349667,3456,14874,3098,338617,1298,7808,4581,11050,2158,7066,74,337,245237,118102,129152,1870,118102
exact_cover_benchmarks,sts15-blk-00035,data/batch_2/exact_cover_benchmarks/sts15-blk-00035.ec,success,,0.012058,1,30,2094,1047,1047,1341,2096,2190,755,100,551,9914,350346,4444,17992,3458,334904,1510,8572,6456,15442,2934,9420,85,466,236929,121262,136704,2096,121262
exact_cover_benchmarks,sts15-blk-00036,data/batch_2/exact_cover_benchmarks/sts15-blk-00036.ec,success,,0.010593,1,30,1578,789,789,1323,2030,2356,707,80,423,8499,402574,3572,16118,3643,389314,1414,8772,4856,13260,2158,7346,86,337,284917,141266,154526,2030,141266
exact_cover_benchmarks,sts15-blk-00037,data/batch_2/exact_cover_benchmarks/sts15-blk-00037.ec,success,,0.010263,1,30,1448,724,724,1250,1949,2384,699,78,394,8288,407246,3396,15968,4017,394524,1398,8666,4271,12722,1998,7302,96,298,290852,152972,165694,1949,152972
exact_cover_benchmarks,sts15-blk-00038,data/batch_2/exact_cover_benchmarks/sts15-blk-00038.ec,success,,0.008551,1,30,1150,575,575,1133,1743,2122,610,58,311,6819,378729,2744,13494,3721,369584,1220,7730,3098,9145,1524,5764,88,223,274840,147827,156972,1743,147827
exact_cover_benchmarks,sts15-blk-00039,data/batch_2/exact_cover_benchmarks/sts15-blk-00039.ec,success,,0.010629,1,30,1694,847,847,1274,1989,2512,715,75,439,8743,397767,3836,17312,3577,383568,1430,9002,5166,14199,2406,8310,84,355,281498,149946,164145,1989,149946
exact_cover_benchmarks,sts15-blk-00040,data/batch_2/exact_cover_benchmarks/sts15-blk-00040.ec,success,,0.013415,1,30,2214,1107,1107,1492,2334,2827,842,116,581,11022,469674,4912,21776,4645,451036,1684,10322,6377,18638,3228,11454,114,467,331766,181210,199848,2334,181210
exact_cover_benchmarks,sts15-blk-00042,data/batch_2/exact_cover_benchmarks/sts15-blk-00042.ec,success,,0.013065,1,30,2108,1054,1054,1537,2366,2612,829,100,555,10681,443511,4732,20490,4149,425279,1658,9956,6532,18232,3074,10534,101,454,308568,162874,181106,2366,162874
exact_cover_benchmarks,sts15-blk-00043,data/batch_2/exact_cover_benchmarks/sts15-blk-00043.ec,success,,0.013476,1,30,2188,1094,1094,1419,2251,2752,832,112,586,11073,417235,4812,20638,4178,398216,1664,10006,6895,19019,3148,10632,101,485,287290,148121,167140,2251,148121
exact_cover_benchmarks,sts15-blk-00044,data/batch_2/exact_cover_benchmarks/sts15-blk-00044.ec,success,,0.010863,1,30,1530,765,765,1348,2081,2592,733,57,391,8103,408283,3526,16366,3626,396004,1466,9346,4477,12279,2060,7020,85,306,290817,153270,165549,2081,153270
exact_cover_benchmarks,sts15-blk-00045,data/batch_2/exact_cover_benchmarks/sts15-blk-00045.ec,success,,0.012236,1,30,1720,860,860,1448,2253,2708,805,72,444,9325,453021,4022,18762,4345,438385,1610,9922,4980,14636,2412,8840,104,340,321885,169770,184406,2253,169770
exact_cover_benchmarks,sts15-blk-00046,data/batch_2/exact_cover_benchmarks/sts15-blk-00046.ec,success,,0.013025,1,30,1886,943,943,1559,2384,2856,825,115,523,10233,466924,4412,20432,4131,449570,1650,10480,6102,17354,2762,9952,101,422,330632,167163,184517,2384,167163
exact_cover_benchmarks,sts15-blk-00047,data/batch_2/exact_cover_benchmarks/sts15-blk-00047.ec,success,,0.009672,1,30,1468,734,734,1129,1758,2137,629,55,376,7687,356440,3232,14778,3449,344473,1258,7790,4238,11967,1974,6988,82,294,253262,130406,142373,1758,130406
exact_cover_benchmarks,sts15-blk-00048,data/batch_2/exact_cover_benchmarks/sts15-blk-00048.ec,success,,0.010641,1,30,1682,841,841,1190,1865,2291,675,74,436,8779,379277,3756,17044,3625,364035,1350,8312,5154,15242,2406,8732,86,350,267148,137757,152999,1865,137757
exact_cover_benchmarks,sts15-blk-00050,data/batch_2/exact_cover_benchmarks/sts15-blk-00050.ec,success,,0.009404,1,30,1454,727,727,1066,1650,1983,584,73,385,7525,336283,3248,14448,2992,323991,1168,7266,4533,12292,2080,7182,70,315,237909,123535,135827,1650,123535
exact_cover_benchmarks,sts15-blk-00053,data/batch_2/exact_cover_benchmarks/sts15-blk-00053.ec,success,,0.014715,1,30,2342,1171,1171,1540,2436,3128,896,116,610,11505,452208,5240,23112,4304,432505,1792,11128,7201,19703,3448,11984,107,503,314052,167237,186940,2436,167237
exact_cover_benchmarks,sts15-blk-00054,data/batch_2/exact_cover_benchmarks/sts15-blk-00054.ec,success,,0.012936,1,30,1924,962,962,1423,2227,2823,804,97,507,9957,449529,4408,20012,4100,432823,1608,10100,5857,16706,2800,9912,97,410,318252,177548,194254,2227,177548
exact_cover_benchmarks,sts15-blk-00055,data/batch_2/exact_cover_benchmarks/sts15-blk-00055.ec,success,,0.010584,1,30,1606,803,803,1317,2067,2630,750,51,397,8388,404815,3618,16694,3847,392466,1498,9394,4541,12349,2120,7300,91,306,286605,150203,162552,2067,150203
exact_cover_benchmarks,sts15-blk-00056,data/batch_2/exact_cover_benchmarks/sts15-blk-00056.ec,success,,0.011470,1,30,1646,823,823,1357,2128,2552,771,85,443,9253,420536,3846,17832,4275,405711,1542,9360,4978,14825,2304,8472,104,339,296734,157770,172595,2128,157770
exact_cover_benchmarks,sts15-blk-00057,data/batch_2/exact_cover_benchmarks/sts15-blk-00057.ec,success,,0.013147,1,30,2094,1047,1047,1511,2362,2739,851,101,559,10890,436025,4682,20428,4327,417981,1702,10202,6563,18044,2980,10226,106,453,301568,160506,178550,2362,160506
exact_cover_benchmarks,sts15-blk-00058,data/batch_2/exact_cover_benchmarks/sts15-blk-00058.ec,success,,0.009149,1,30,1276,638,638,1115,1705,2196,590,67,344,7161,364144,2974,14150,3086,352472,1180,7802,4075,11672,1794,6348,71,273,261649,137512,149184,1705,137512
exact_cover_benchmarks,sts15-blk-00059,data/batch_2/exact_cover_benchmarks/sts15-blk-00059.ec,success,,0.010199,1,30,1624,812,812,1170,1848,2244,678,49,407,8278,359331,3512,15670,3581,346649,1356,8184,4697,12682,2156,7486,85,322,251448,133475,146157,1848,133475
exact_cover_benchmarks,sts15-blk-00060,data/batch_2/exact_cover_benchmarks/sts15-blk-00060.ec,success,,0.007649,1,30,1136,568,568,876,1385,1699,509,57,311,6003,260800,2560,11284,2433,252034,1018,6168,3570,8766,1542,5116,57,254,182436,92095,100861,1385,92095
exact_cover_benchmarks,sts15-blk-00061,data/batch_2/exact_cover_benchmarks/sts15-blk-00061.ec,success,,0.006520,1,30,1110,555,555,743,1151,1495,408,42,276,5144,229938,2304,9784,1970,221959,816,5292,3174,7979,1488,4492,45,231,162334,83379,91358,1151,83379
exact_cover_benchmarks,sts15-blk-00062,data/batch_2/exact_cover_benchmarks/sts15-blk-00062.ec,success,,0.011688,1,30,1804,902,902,1380,2133,2448,753,91,482,9565,407471,4068,17870,3757,391552,1506,9162,5808,15919,2562,8708,90,392,284825,147663,163582,2133,147663
exact_cover_benchmarks,sts15-blk-00063,data/batch_2/exact_cover_benchmarks/sts15-blk-00063.ec,success,,0.016042,1,30,3438,1719,1719,1442,2318,2264,876,72,839,15356,369428,6600,25760,4364,341528,1752,9164,10992,27900,4848,16596,113,726,236642,122011,149911,2318,122011
exact_cover_benchmarks,sts15-blk-00064,data/batch_2/exact_cover_benchmarks/sts15-blk-00064.ec,success,,0.018346,1,30,3650,1825,1825,1807,2827,3211,1020,96,905,16008,457865,7520,30580,4590,431003,2040,12076,11418,26862,5480,18504,113,792,303494,155062,181924,2827,155062
exact_cover_benchmarks,sts15-blk-00065,data/batch_2/exact_cover_benchmarks/sts15-blk-00065.ec,success,,0.014284,1,30,3516,1758,1758,1303,2111,2231,808,48,833,13865,315255,6218,21752,2963,290349,1616,8684,10902,24906,4602,13068,77,756,200043,101011,125917,2111,101011
exact_cover_benchmarks,sts15-blk-00066,data/batch_2/exact_cover_benchmarks/sts15-blk-00066.ec,success,,0.014368,1,30,2306,1153,1153,1591,2555,2923,964,20,512,12981,497018,4850,23092,5432,469500,1928,10956,7549,27518,2922,12136,137,375,341059,168305,195823,2555,168305
exact_cover_benchmarks,sts15-blk-00067,data/batch_2/exact_cover_benchmarks/sts15-blk-00067.ec,success,,0.008776,1,30,1474,737,737,1171,1801,1883,630,75,401,7266,321298,3226,13668,3040,311367,1260,7368,4226,9931,1966,6300,74,327,223572,107311,117242,1801,107311
exact_cover_benchmarks,sts15-blk-00068,data/batch_2/exact_cover_benchmarks/sts15-blk-00068.ec,success,,0.013190,1,30,2102,1051,1051,1481,2265,2538,784,105,554,10361,424835,4584,19534,3786,407504,1568,9606,6575,17331,3016,9928,89,465,295457,149305,166636,2265,149305
exact_cover_benchmarks,sts15-blk-00069,data/batch_2/exact_cover_benchmarks/sts15-blk-00069.ec,success,,0.013185,1,30,2082,1041,1041,1414,2224,2698,810,106,565,10806,416723,4658,20384,3885,398041,1620,9844,6921,18682,3038,10540,93,472,288004,145674,164356,2224,145674
exact_cover_benchmarks,sts15-blk-00070,data/batch_2/exact_cover_benchmarks/sts15-blk-00070.ec,success,,0.010153,1,30,1626,813,813,1232,1928,2202,696,50,406,8330,368179,3510,15610,3635,355305,1392,8260,4695,12874,2118,7350,87,319,257462,127005,139879,1928,127005
exact_cover_benchmarks,sts15-blk-00071,data/batch_2/exact_cover_benchmarks/sts15-blk-00071.ec,success,,0.010298,1,30,1518,759,759,1306,2010,2355,704,63,393,8302,401469,3572,16468,3909,388924,1408,8730,4393,12545,2164,7738,93,300,285175,143316,155861,2010,143316
exact_cover_benchmarks,sts15-blk-00072,data/batch_2/exact_cover_benchmarks/sts15-blk-00072.ec,success,,0.008679,1,30,1316,658,658,1206,1819,1998,613,57,342,7018,367208,3026,13900,3312,357129,1226,7634,3706,10079,1800,6266,78,264,262271,130753,140832,1819,130753
exact_cover_benchmarks,sts15-blk-00073,data/batch_2/exact_cover_benchmarks/sts15-blk-00073.ec,success,,0.011688,1,30,1938,969,969,1412,2209,2604,797,87,511,9772,410155,4294,18772,3907,394781,1594,9626,5865,15374,2700,9146,94,417,285420,146113,161487,2209,146113
exact_cover_benchmarks,sts15-blk-00074,data/batch_2/exact_cover_benchmarks/sts15-blk-00074.ec,success,,0.011848,1,30,1936,968,968,1429,2215,2576,786,98,513,9834,415094,4402,19340,3804,398978,1572,9582,6030,16116,2830,9758,91,422,289637,151389,167505,2215,151389
exact_cover_benchmarks,sts15-blk-00075,data/batch_2/exact_cover_benchmarks/sts15-blk-00075.ec,success,,0.010186,1,30,1514,757,757,1352,2056,2312,704,57,386,8249,416566,3558,16436,3906,404018,1408,8736,4343,12548,2150,7700,93,293,297260,149962,162510,2056,149962
exact_cover_benchmarks,sts15-blk-00076,data/batch_2/exact_cover_benchmarks/sts15-blk-00076.ec,success,,0.008918,1,30,1318,659,659,1199,1824,2060,625,49,338,7011,369970,3014,13926,3354,360087,1250,7768,3657,9883,1764,6158,79,259,264611,129233,139116,1824,129233
exact_cover_benchmarks,sts15-blk-00077,data/batch_2/exact_cover_benchmarks/sts15-blk-00077.ec,success,,0.011006,1,30,1692,846,846,1334,2094,2494,760,71,443,8952,390039,3876,17328,3767,375649,1520,9176,5185,14390,2356,8152,91,352,271469,141190,155580,2094,141190
exact_cover_benchmarks,sts15-blk-00078,data/batch_2/exact_cover_benchmarks/sts15-blk-00078.ec,success,,0.010719,1,30,1634,817,817,1303,2023,2230,720,80,438,8833,382403,3748,16670,3753,368631,1440,8506,5080,13772,2308,8164,90,348,266594,133327,147099,2023,133327
exact_cover_benchmarks,sts15-blk-00079,data/batch_2/exact_cover_benchmarks/sts15-blk-00079.ec,success,,0.010958,1,30,1730,865,865,1392,2145,2661,753,57,432,8339,401635,3936,17556,3311,389465,1506,9612,5028,12170,2430,7944,76,356,284168,142174,154344,2145,142174
