dataset,solved,avg_cc_calls,avg_merges,avg_splits,merge_per_cc,split_per_cc,avg_v,avg_e,avg_vd,avg_ed,avg_en,avg_en_per_ed,avg_scan,early_break_rate,full_scan_rate
set_partition_benchmarks,13,30733.69230769231,7059.461538461538,1244.6153846153845,0.8146670110441293,0.1659407197805941,4.433928857340747,229.78936802921746,41.61698914306287,1792.4043169514412,53437.55552181031,104337.13897746663,5856.569071613944,0.9296088711561991,0.07039112884380092
